DNR	Sân bay Dinard - Pleurtuit - Saint-Malo	Dinard - Pleurtuit - Saint-Malo Airport	DNR	Dinard	Dinard	FR	Pháp	France
DNZ	Sân bay Çardak	Çardak Airport	DNZ	Denizli	Denizli	TR	Thổ nhĩ kỳ	Turkey
DOH	Sân bay Doha	Doha International Airport	DOH	Doha	Doha	QA	Qatar	Qatar
DOK	Sân bay Donetsk	Donetsk International Airport	DOK	Donetsk	Donetsk	UA	U-krai-na	Ukraine
DOL	Sân bay Deauville Saint-Gatien	Deauville Saint-Gatien Airport	DOL	Deauville	Deauville	FR	Pháp	France
DOM	Sân bay Melville Hall	Melville Hall Airport	DOM	Dominica	Dominica	DM	Cộng hòa Dominicana	Dominican Republic
DOY	Sân bay Dongying	Dongying Airport	DOY	Đông Thanh	Dongying	CN	Trung Quốc	China
DPA	Sân bay Dupage	Dupage Airport	CHI	Chicago	Chicago	US	Hoa kỳ	United States
DPL	Sân bay Dipolog	Dipolog Airport	DPL	Dipolog	Dipolog	PH	Philippines	Philippines
DPO	Sân bay Devonport	Devonport Airport	DPO	Devonport	Devonport	AU	Úc	Australia
DPS	Sân bay Ngurah Rai	Ngurah Rai International Airport	DPS	Bali Denpasar	Bali Denpasar	ID	Indonesia	Indonesia
DQA	Sân bay Daqing Shi	Daqing Shi Airport	DQA	Đại Khánh	Daqing Shi	CN	Trung Quốc	China
DRO	Sân bay Durango-La Plata County	Durango-La Plata County Airport	DRO	Durango	Durango	US	Hoa kỳ	United States
DRS	Sân bay Dresden	Dresden Airport	DRS	Dresden	Dresden	DE	Đức	Germany
DRW	Sân bay Darwin	Darwin International Airport	DRW	Darwin	Darwin	AU	Úc	Australia
DSM	Sân bay Des Moines	Des Moines International Airport	DSM	Des Moines	Des Moines	US	Hoa kỳ	United States
DSN	Sân bay Ordos	Ordos Airport	DSN	Đông Thăng	Ordos	CN	Trung Quốc	China
DTM	Sân bay Dortmund	Dortmund Airport	DTM	Dortmund	Dortmund	DE	Đức	Germany
DTT	Tất cả các sân bay	All Airports	DTT	Detroit	Detroit	US	Hoa kỳ	United States
DTW	Sân bay Detroit Metropolitan Wayne County	Detroit Metropolitan Wayne County Airport	DTT	Detroit	Detroit	US	Hoa kỳ	United States
DUB	Sân bay Dublin	Dublin Airport	DUB	Dublin	Dublin	IE	Cộng hòa Ai len	Republic of Ireland
DUD	Sân bay Dunedin	Dunedin Airport	DUD	Dunedin	Dunedin	NZ	Niu di lân	New Zealand
DUJ	Sân bay DuBois Regional	DuBois Regional Airport	DUJ	Dubois	Dubois	PA	Panama	Panama
DUR	Sân bay King Shaka International	King Shaka International Airport	DUR	Durban	Durban	ZA	Nam Phi	South Africa
DUS	Sân bay Düsseldorf	Düsseldorf International Airport	DUS	Dusseldorf	Dusseldorf	DE	Đức	Germany
DUT	Sân bay Unalaska	Unalaska Airport	DUT	Dutch Harbor	Dutch Harbor	US	Hoa kỳ	United States
DVL	Sân bay Devils Lake Municipal	Devils Lake Municipal Airport	DVL	Devils Lake	Devils Lake	US	Hoa kỳ	United States
DVN	Sân bay Davenport Municipal	Davenport Municipal Airport	DVN	Davenport	Davenport	US	Hoa kỳ	United States
DVO	Sân bay Francisco Bangoy	Francisco Bangoy International Airport	DVO	Davao	Davao	PH	Philippines	Philippines
DVT	Sân bay Phoenix Deer Valley	Phoenix Deer Valley Airport	DVT	Phoenix	Phoenix	US	Hoa kỳ	United States
DWC	Sân bay quốc tế Al Maktoum	Al Maktoum International Airport	DXB	Dubai	Dubai	AE	Ả rập thống nhất	United Arab Emirates
DWH	Sân bay David Wayne Hooks Memorial	David Wayne Hooks Memorial Airport	HOU	Houston	Houston	US	Hoa kỳ	United States
DWN	Downtown Airpark	Downtown Airpark	OKC	Oklahoma City	Oklahoma City	US	Hoa kỳ	United States
DXB	Sân bay Dubai	Dubai International Airport	DXB	Dubai	Dubai	AE	Ả rập thống nhất	United Arab Emirates
DYG	Sân bay Zhangjiajie Hehua	Zhangjiajie Hehua Airport	DYG	Trương Gia Giới	ZHANGJIAJIE	CN	Trung Quốc	China
DYR	Sân bay Ugolny	Ugolny Airport	DYR	Anadyr	Anadyr	RU	Nga	Russia
DYU	Sân bay Dushanbe	Dushanbe Airport	DYU	Dushanbe	Dushanbe	TJ	Tajikistan	Tajikistan
DZA	Sân bay Dzaoudzi Pamandzi	Dzaoudzi Pamandzi International Airport	DZA	Dzaoudzi	Dzaoudzi	YT	Mayotte	Mayotte
EAA	Sân bay Eagle	Eagle Airport	EAA	Eagle	Eagle	US	Hoa kỳ	United States
EAM	Sân bay Najran Domestic	Najran Domestic Airport	EAM	Nejran	Nejran	SA	Ả rập xê út	Saudi Arabia
EAP	Tất cả các sân bay	All Airports	EAP	Mulhouse	Mulhouse	CH	Thụy sỹ	Switzerland
EAR	Sân bay Kearney Regional	Kearney Regional Airport	EAR	Kearney	Kearney	US	Hoa kỳ	United States
EAS	Sân bay San Sebastián	San Sebastián Airport	EAS	San Sebastion	San Sebastion	ES	Tây Ban Nha	Spain
EAT	Sân bay Pangborn Memorial	Pangborn Memorial Airport	EAT	Wenatchee	Wenatchee	US	Hoa kỳ	United States
EAU	Sân bay Chippewa Valley Regional	Chippewa Valley Regional Airport	EAU	Eau Claire	Eau Claire	US	Hoa kỳ	United States
EBA	Sân bay Marina di Campo	Marina di Campo Airport	EBA	Elba Island	Elba Island	IT	Ý	Italy
EBB	Sân bay Entebbe	Entebbe International Airport	EBB	Entebbe	Entebbe	UG	Uganda	Uganda
EBJ	Sân bay Esbjerg	Esbjerg Airport	EBJ	Esbjerg	Esbjerg	DK	Ðan Mạch	Denmark
EBL	Sân bay quốc tế Erbil	Erbil International Airport	EBL	Arbil	Arbil	IQ	Iraq	Iraq
EBU	Sân bay Saint-Étienne - Bouthéon	Saint-Étienne - Bouthéon Airport	EBU	St Etienne	St Etienne	FR	Pháp	France
ECN	Síp	Cyprus	ECN	Đảo Síp	Cyprus	CY	Cộng hòa Síp	Cyprus
EDI	Sân bay Edinburgh	Edinburgh Airport	EDI	Edinburgh	Edinburgh	GB	Anh quốc	United Kingdom
EDL	Sân bay Eldoret	Eldoret International Airport	EDL	Eldoret	Eldoret	KE	Kenya	Kenya
EDR	Sân bay Edward River	Edward River Airport	EDR	Edward River	Edward River	AU	Úc	Australia
EFD	Ellington Field	Ellington Field	HOU	Houston	Houston	US	Hoa kỳ	United States
EFL	Sân bay Argostolion	Argostolion Airport	EFL	Kefalonia	Kefalonia	GR	Hy lạp	Greece
EGC	Sân bay Bergerac-Roumanière	Bergerac-Roumanière Airport	EGC	Bergerac	Bergerac	FR	Pháp	France
EGE	Sân bay Eagle County Regional	Eagle County Regional Airport	EGE	Eagle	Eagle	US	Hoa kỳ	United States
EGI	Duke Field	Duke Field	EGI	Ft Walton Beach	Ft Walton Beach	US	Hoa kỳ	United States
EGM	Sân bay Sege	Sege Airport	EGM	Sege	Sege	SB	Solomon Islands	Solomon Islands
EGO	Sân bay Belgorod	Belgorod Airport	EGO	Belgorod	Belgorod	RU	Nga	Russia
EIN	Sân bay Eindhoven	Eindhoven Airport	EIN	Eindhoven	Eindhoven	NL	Hà Lan	Netherlands
EIS	Sân bay Terrance B. Lettsome	Terrance B. Lettsome International Airport	EIS	Beef Island	Beef Island	VG	British Virgin Islands	British Virgin Islands
EJA	Sân bay Yarigüies	Yarigüies Airport	EJA	Barrancabermeja	Barrancabermeja	CO	Colombia	Colombia
EKO	Sân bay Elko Regional	Elko Regional Airport	EKO	Elko	Elko	US	Hoa kỳ	United States
ELD	Sân bay South Arkansas Regional	South Arkansas Regional Airport at Goodwin Field	ELD	El Dorado	El Dorado	AR	Ác Hen Tina	Argentina
ELH	Sân bay North Eleuthera	North Eleuthera Airport	ELH	North Eleuthera	North Eleuthera	BS	Bahamas	Bahamas
ELM	Sân bay Elmira/Corning Regional	Elmira/Corning Regional Airport	ELM	Elmira	Elmira	US	Hoa kỳ	United States
ELQ	Sân bay Gassim Regional	Gassim Regional Airport	ELQ	Gassim	Gassim	SA	Ả rập xê út	Saudi Arabia
ELS	Sân bay East London	East London Airport	ELS	East London	East London	ZA	Nam Phi	South Africa
EMA	Sân bay East Midlands	East Midlands Airport	NQT	Nottingham UK	Nottingham UK	GB	Anh quốc	United Kingdom
EMD	Sân bay Emerald	Emerald Airport	EMD	Emerald	Emerald	AU	Úc	Australia
ENA	Sân bay Kenai Municipal	Kenai Municipal Airport	ENA	Kenai	Kenai	US	Hoa kỳ	United States
ENC	Sân bay Essey	Essey Airport	ENC	Nancy	Nancy	FR	Pháp	France
ENH	Sân bay Enshi	Enshi Airport	ENH	Enshi	Enshi	CN	Trung Quốc	China
ENY	Sân bay Yan'an Ershilibao	Yan'an Ershilibao Airport	ENY	Yan'an	Yan'an	CN	Trung Quốc	China
EOH	Sân bay Olaya Herrera	Olaya Herrera Airport	MDE	Medellin	Medellin	CO	Colombia	Colombia
EPR	Sân bay Esperance	Esperance Airport	EPR	Esperance	Esperance	AU	Úc	Australia
EQS	Sân bay Esquel	Esquel Airport	EQS	Esquel	Esquel	AR	Ác Hen Tina	Argentina
ERC	Sân bay Erzincan	Erzincan Airport	ERC	Erzincan	Erzincan	TR	Thổ nhĩ kỳ	Turkey
ERF	Sân bay Erfurt	Erfurt Airport	ERF	Erfurt	Erfurt	DE	Đức	Germany
ERI	Sân bay Erie	Erie International Airport	ERI	Erie	Erie	US	Hoa kỳ	United States
ERL	Sân bay Erenhot Shi	Erenhot Shi Airport	ERL	Erenhot Shi	Erenhot Shi	CN	Trung Quốc	China
ERS	Sân bay Eros	Eros Airport	WDH	Windhoek	Windhoek	NA	Namibia	Namibia
ERZ	Sân bay Erzurum	Erzurum Airport	ERZ	Erzurum	Erzurum	TR	Thổ nhĩ kỳ	Turkey
ESB	Sân bay Esenboga	Esenboğa International Airport	ANK	Ankara	Ankara	TR	Thổ nhĩ kỳ	Turkey
ESC	Sân bay Delta County	Delta County Airport	ESC	Escanaba	Escanaba	US	Hoa kỳ	United States
ESD	Sân bay Orcas Island	Orcas Island Airport	ESD	East Sound	East Sound	US	Hoa kỳ	United States
ESF	Sân bay Esler Regional	Esler Regional Airport	AEX	Alexandria	Alexandria	LA	Lào	Lao, People's Dem. Rep.
ESU	Sân bay Essaouira	Essaouira Airport	ESU	Essaouira	Essaouira	MA	Ma rốc	Morocco
ETH	Sân bay J. Hozman	J. Hozman Airport	ETH	Elat	Elat	IL	Israel	Israel
ETZ	Sân bay Metz-Nancy-Lorraine	Metz-Nancy-Lorraine Airport	ETZ	Metz Nancy	Metz Nancy	FR	Pháp	France
EUG	Sân bay Eugene	Eugene Airport / Mahlon Sweet Field	EUG	Eugene	Eugene	US	Hoa kỳ	United States
EUN	Sân bay Hassan I	Hassan I Airport	EUN	El Aaiun	El Aaiun	MA	Ma rốc	Morocco
EUX	Sân bay F.D. Roosevelt	F.D. Roosevelt Airport	EUX	St Eustatius	St Eustatius	AN	Netherland Antilles	Netherland Antilles
EVE	Sân bay Harstad/Narvik	Harstad/Narvik Airport, Evenes	EVE	Harstad Narvik	Harstad Narvik	NO	Na Uy	Norway
EVG	Sân bay Sveg	Sveg Airport	EVG	Sveg	Sveg	SE	Thụy điển	Sweden
EVN	Sân bay Zvartnots	Zvartnots International Airport	EVN	Erevan	Erevan	AM	Ác Mê nia	Armenia
EVV	Sân bay Evansville Regional	Evansville Regional Airport	EVV	Evansville	Evansville	US	Hoa kỳ	United States
EWB	Sân bay New Bedford Regional	New Bedford Regional Airport	EWB	New Bedford	New Bedford	US	Hoa kỳ	United States
EWN	Sân bay Craven County Regional	Craven County Regional Airport	EWN	New Bern	New Bern	US	Hoa kỳ	United States
EWR	Sân bay Newark Liberty	Newark Liberty International Airport	NYC	New York	New York	US	Hoa kỳ	United States
EXT	Sân bay Exeter	Exeter International Airport	EXT	Exeter	Exeter	GB	Anh quốc	United Kingdom
EYW	Sân bay Key West	Key West International Airport	EYW	Key West	Key West	US	Hoa kỳ	United States
EZE	Sân bay Ministro Pistarini	Ministro Pistarini International Airport	BUE	Buenos Aires	Buenos Aires	AR	Ác Hen Tina	Argentina
EZS	Sân bay Elazig	Elazığ Airport	EZS	Elazig	Elazig	TR	Thổ nhĩ kỳ	Turkey
FAE	Sân bay Vágar	Vágar Airport	FAE	Faeroe Islands	Faeroe Islands	DK	Ðan Mạch	Denmark
FAI	Sân bay Fairbanks	Fairbanks International Airport	FAI	Fairbanks	Fairbanks	US	Hoa kỳ	United States
FAO	Sân bay Faro	Faro Airport	FAO	Faro	Faro	PT	Bồ đào nha	Portugal
FAR	Sân bay Hector	Hector International Airport	FAR	Fargo	Fargo	US	Hoa kỳ	United States
FAT	Sân bay Fresno Yosemite	Fresno Yosemite International Airport	FAT	Fresno	Fresno	US	Hoa kỳ	United States
FAY	Sân bay Fayetteville Regional	Fayetteville Regional Airport	FAY	Fayetteville	Fayetteville	NC	New Caledonia	New Caledonia
FBM	Sân bay Lubumbashi	Lubumbashi International Airport	FBM	Lubumbashi	Lubumbashi	CG	Congo	Congo
FCA	Sân bay Glacier Park	Glacier Park International Airport	FCA	Kalispell	Kalispell	US	Hoa kỳ	United States
FCH	Sân bay Fresno Chandler Executive	Fresno Chandler Executive Airport	FCH	Fresno	Fresno	US	Hoa kỳ	United States
FCM	Sân bay Flying Cloud	Flying Cloud Airport	FCM	Minneapolis	Minneapolis	US	Hoa kỳ	United States
FCO	Sân bay Leonardo da Vinci–Fiumicino	Leonardo da Vinci–Fiumicino Airport	ROM	Rome	Rome	IT	Ý	Italy
FDE	Sân bay Førde	Førde Airport, Bringeland	FDE	Forde	Forde	NO	Na Uy	Norway
FDF	Sân bay Martinique Aimé Césaire	Martinique Aimé Césaire International Airport	FDF	Fort De France	Ft De France	MQ	Martinique	Martinique
FDH	Sân bay Friedrichshafen	Friedrichshafen Airport	FDH	Friedrichshafen	Friedrichshafen	DE	Đức	Germany
FEN	Sân bay Fernando de Noronha	Fernando de Noronha Airport	FEN	Fernando De Noronha	Fernando De Noronha	BR	Bra xin	Brazil
FEZ	Sân bay Fes-Saïss	Fes-Saïss Airport	FEZ	Fez Ma	Fez Ma	MA	Ma rốc	Morocco
FGI	Sân bay Fagali'i	Fagali'i Airport	APW	Apia	Apia	WS	Samoa	Independent State Of Samoa
FIH	Sân bay N'djili	N'djili Airport	FIH	Kinshasa	Kinshasa	CG	Congo	Congo
FKB	Baden Airpark	Baden Airpark	FKB	Karlsruhe Baden Baden	Karlsruhe Baden Baden	DE	Đức	Germany
FKL	Sân bay Venango Regional	Venango Regional Airport	FKL	Franklin	Franklin	PA	Panama	Panama
FKS	Sân bay Fukushima	Fukushima Airport	FKS	Fukushima	Fukushima	JP	Nhật bản	Japan
FLG	Sân bay Flagstaff Pulliam	Flagstaff Pulliam Airport	FLG	Flagstaff	Flagstaff	US	Hoa kỳ	United States
FLN	Sân bay Hercílio Luz	Hercílio Luz International Airport	FLN	Florianopolis	Florianopolis	BR	Bra xin	Brazil
FLO	Sân bay Florence Regional	Florence Regional Airport	FLO	Florence	Florence	SC	Seychelles Islands	Seychelles Islands
FLR	Sân bay Peretola	Peretola Airport	FLR	Florence	Florence	IT	Ý	Italy
FLW	Sân bay Flores	Flores Airport	FLW	Santa Cruz Flores	Santa Cruz Flores	PT	Bồ đào nha	Portugal
FMA	Sân bay Formosa	Formosa International Airport	FMA	Formosa	Formosa	AR	Ác Hen Tina	Argentina
FMN	Sân bay Four Corners Regional	Four Corners Regional Airport	FMN	Farmington	Farmington	US	Hoa kỳ	United States
FMO	Sân bay Münster Osnabrück	Münster Osnabrück International Airport	FMO	Muenster	Muenster	DE	Đức	Germany
FNA	Sân bay Lungi	Lungi International Airport	FNA	Freetown	Freetown	SL	Sierra Leone	Sierra Leone
FNC	Sân bay Madeira	Madeira Airport	FNC	Madeira	Madeira	PT	Bồ đào nha	Portugal
FNI	Sân bay Garons	Garons Airport	FNI	Nimes	Nimes	FR	Pháp	France
FNJ	Sân bay Pyongyang Sunan	Pyongyang Sunan International Airport	FNJ	Bình Nhưỡng	Pyongyang	KP	Triều tiên	Korea (North)
FNL	Sân bay Fort Collins-Loveland Municipal	Fort Collins-Loveland Municipal Airport	FNL	Ft Collins	Ft Collins	US	Hoa kỳ	United States
FNT	Sân bay Bishop	Bishop International Airport	FNT	Flint	Flint	US	Hoa kỳ	United States
FOC	Sân bay Fuzhou Changle	Fuzhou Changle International Airport	FOC	Phúc Châu	Fuzhou	CN	Trung Quốc	China
FOD	Sân bay Fort Dodge Regional	Fort Dodge Regional Airport	FOD	Fort Dodge	Fort Dodge	US	Hoa kỳ	United States
FOE	Forbes Field	Forbes Field	TOP	Topeka	Topeka	US	Hoa kỳ	United States
FOR	Sân bay Pinto Martins	Pinto Martins International Airport	FOR	Fortaleza	Fortaleza	BR	Bra xin	Brazil
FPO	Sân bay Grand Bahama	Grand Bahama International Airport	FPO	Freeport	Freeport	BS	Bahamas	Bahamas
FRA	Sân bay Frankfurt	Frankfurt Airport	FRA	Frankfurt	Frankfurt	DE	Đức	Germany
FRD	Sân bay Friday Harbor	Friday Harbor Airport	FRD	Friday Harbor	Friday Harbor	US	Hoa kỳ	United States
FRO	Sân bay Florø	Florø Airport	FRO	Floro	Floro	NO	Na Uy	Norway
FRS	Sân bay Mundo Maya	Mundo Maya International Airport	FRS	Flores	Flores	GT	Guatemala	Guatemala
FRU	Sân bay Manas	Manas International Airport	FRU	Bishkek	Bishkek	KG	Kyrgyzstan	Kyrgyzstan
FRW	Sân bay Francistown	Francistown Airport	FRW	Francistown	Francistown	BW	Botswana	Botswana
FSC	Sân bay Sud Corse	Sud Corse Airport	FSC	Figari	Figari	FR	Pháp	France
FSD	Sân bay Sioux Falls Regional	Sioux Falls Regional Airport	FSD	Sioux Falls	Sioux Falls	US	Hoa kỳ	United States
FSM	Sân bay Fort Smith Regional	Fort Smith Regional Airport	FSM	Ft Smith	Ft Smith	US	Hoa kỳ	United States
FSP	Sân bay Saint Pierre	Saint Pierre Airport	FSP	St Pierre	St Pierre	FR	Pháp	France
FTE	Sân bay Comandante Armando Tola	Comandante Armando Tola International Airport	FTE	El Calafate	El Calafate	AR	Ác Hen Tina	Argentina
FTU	Sân bay Tôlanaro	Tôlanaro Airport	FTU	Fort Dauphin	Fort Dauphin	MG	Madagascar	Madagascar
FTW	Sân bay Fort Worth Meacham	Fort Worth Meacham International Airport	FTW	Ft Worth	Ft Worth	US	Hoa kỳ	United States
FTY	Sân bay Fulton County	Fulton County Airport	ATL	Atlanta	Atlanta	US	Hoa kỳ	United States
FUE	Sân bay El Matorral	El Matorral Airport	FUE	Fuerteventura	Fuerteventura	ES	Tây Ban Nha	Spain
FUG	Sân bay Fuyang	Fuyang Airport	FUG	Phụ Dương	Fuyang	CN	Trung Quốc	China
FUJ	Sân bay Fukue	Fukue Airport	FUJ	Fukue	Fukue	JP	Nhật bản	Japan
FUK	Sân bay Fukuoka	Fukuoka Airport	FUK	Fukuoka	Fukuoka	JP	Nhật bản	Japan
FUN	Sân bay Funafuti	Funafuti International Airport	FUN	Funafuti Atol	Funafuti Atol	PF	Pô li sê ni thuộc Pháp	French Polynesia
FUO	Sân bay Fuoshan	Fuoshan Airport	FUO	Phục Sơn	Fuoshan	CN	Trung Quốc	China
FWA	Sân bay Fort Wayne	Fort Wayne International Airport	FWA	Ft Wayne	Ft Wayne	US	Hoa kỳ	United States
FXE	Sân bay Fort Lauderdale Executive	Fort Lauderdale Executive Airport	FLL	Ft Lauderdale	Ft Lauderdale	US	Hoa kỳ	United States
FYJ	Sân bay Fuyuan	Fuyuan Airport	FYJ	Fuyuan	Fuyuan	CN	Trung Quốc	China
FYU	Sân bay Fort Yukon	Fort Yukon Airport	FYU	Fort Yukon	Fort Yukon	US	Hoa kỳ	United States
GAJ	Sân bay Yamagata	Yamagata Airport	GAJ	Yamagata	Yamagata	JP	Nhật bản	Japan
GAL	Sân bay Edward G. Pitka Sr.	Edward G. Pitka Sr. Airport	GAL	Galena	Galena	US	Hoa kỳ	United States
GAU	Sân bay Lokpriya Gopinath Bordoloi	Lokpriya Gopinath Bordoloi International Airport	GAU	Gawahati	Gawahati	IN	Ấn độ	India
GAY	Sân bay Gaya	Gaya Airport	GAY	Gaya	Gaya	IN	Ấn độ	India
GBD	Sân bay Great Bend Municipal	Great Bend Municipal Airport	GBD	Great Bend	Great Bend	US	Hoa kỳ	United States
GBE	Sân bay Sir Seretse Khama	Sir Seretse Khama International Airport	GBE	Gaborone	Gaborone	BW	Botswana	Botswana
GCC	Sân bay Gillette-Campbell County	Gillette-Campbell County Airport	GCC	Gillette	Gillette	US	Hoa kỳ	United States
GCI	Sân bay Guernsey	Guernsey Airport	GCI	Guernsey	Guernsey	GB	Anh quốc	United Kingdom
GCJ	Sân bay Grand Central	Grand Central Airport	JNB	Johannesburg	Johannesburg	ZA	Nam Phi	South Africa
