GCK	Sân bay Garden City Regional	Garden City Regional Airport	GCK	Garden City	Garden City	US	Hoa kỳ	United States
GCM	Sân bay Owen Roberts	Owen Roberts International Airport	GCM	Grand Cayman Island	Grand Cayman Island	KY	Cayman Islands	Cayman Islands
GCN	Sân bay Grand Canyon National Park	Grand Canyon National Park Airport	GCN	Grand Canyon	Grand Canyon	US	Hoa kỳ	United States
GDL	Sân bay Don Miguel Hidalgo y Costilla	Don Miguel Hidalgo y Costilla International Airpor	GDL	Guadalajara	Guadalajara	MX	Mê hi cô	MEXICO
GDN	Sân bay Gdansk Lech Walesa	Gdansk Lech Walesa Airport	GDN	Gdansk	Gdansk	PL	Ba Lan	Poland
GDX	Sân bay Sokol	Sokol Airport	GDX	Magadan	Magadan	RU	Nga	Russia
GEA	Sân bay Nouméa Magenta	Nouméa Magenta Airport	NOU	Noumea	Noumea	NC	New Caledonia	New Caledonia
GEG	Sân bay Spokane	Spokane International Airport	GEG	Spokane	Spokane	US	Hoa kỳ	United States
GEO	Sân bay Cheddi Jagan	Cheddi Jagan International Airport	GEO	Georgetown	Georgetown	GY	Guyana	Guyana
GES	Sân bay General Santos	General Santos International Airport	GES	General Santos	General Santos	PH	Philippines	Philippines
GET	Sân bay Geraldton	Geraldton Airport	GET	Geraldton	Geraldton	AU	Úc	Australia
GFF	Sân bay Griffith	Griffith Airport	GFF	Griffith	Griffith	AU	Úc	Australia
GFK	Sân bay Grand Forks	Grand Forks International Airport	GFK	Grand Forks	Grand Forks	US	Hoa kỳ	United States
GFN	Sân bay Grafton	Grafton Airport	GFN	Grafton	Grafton	AU	Úc	Australia
GGG	Sân bay East Texas Regional	East Texas Regional Airport	GGG	Longview	Longview	US	Hoa kỳ	United States
GGT	Sân bay Exuma	Exuma International Airport	GGT	George Town	George Town	BS	Bahamas	Bahamas
GGW	Sân bay Glasgow	Glasgow Airport	GGW	Glasgow	Glasgow	MT	Malta	Malta
GHA	Sân bay Noumérat – Moufdi Zakaria	Noumérat – Moufdi Zakaria Airport	GHA	Ghardaia	Ghardaia	DZ	An giê ri	Algeria
GHB	Sân bay Governor's Harbour	Governor's Harbour Airport	GHB	Governor S Harbour	Governor S Harbour	BS	Bahamas	Bahamas
GIB	Sân bay Gibraltar	Gibraltar Airport	GIB	Gibraltar	Gibraltar	GI	Gibraltar	Gibraltar
GIG	Sân bay Rio de Janeiro-Galeão	Rio de Janeiro-Galeão International Airport	RIO	Rio De Janeiro	Rio De Janeiro	BR	Bra xin	Brazil
GIL	Sân bay Gilgit	Gilgit Airport	GIL	Gilgit	Gilgit	PK	Pakistan	Pakistan
GIS	Sân bay Gisborne	Gisborne Airport	GIS	Gisborne	Gisborne	NZ	Niu di lân	New Zealand
GIZ	Sân bay Prince Abdullah Bin Abdulaziz	Prince Abdullah Bin Abdulaziz Airport	GIZ	Gizan	Gizan	SA	Ả rập xê út	Saudi Arabia
GJT	Sân bay Grand Junction Regional	Grand Junction Regional Airport	GJT	Grand Junction	Grand Junction	US	Hoa kỳ	United States
GKA	Sân bay Goroka	Goroka Airport	GKA	Goroka	Goroka	PG	Papua niu ghi nê	Papua New Guinea (Niugini)
GLA	Sân bay quốc tế Glasgow	Glasgow Intl Airport	GLA	Glasgow	Glasgow	GB	Anh quốc	United Kingdom
GLH	Sân bay Mid-Delta Regional	Mid-Delta Regional Airport	GLH	Greenville	Greenville	MS	Montserrat	Montserrat
GLO	Sân bay Gloucester	Gloucester Airport	GLO	Gloucester	Gloucester	GB	Anh quốc	United Kingdom
GLT	Sân bay Gladstone	Gladstone Airport	GLT	Gladstone	Gladstone	AU	Úc	Australia
GME	Sân bay Gomel	Gomel Airport	GME	Gomel	Gomel	BY	Bê la rút	Belarus
GMP	Sân bay Gimpo	Gimpo International Airport	SEL	Seoul	Seoul	KR	Hàn quốc	Korea
GMR	Sân bay Totegegie	Totegegie Airport	GMR	Gambier Is	Gambier Is	PF	Pô li sê ni thuộc Pháp	French Polynesia
GMU	Sân bay Greenville Downtown	Greenville Downtown Airport	GSP	Greenville	Greenville	SC	Seychelles Islands	Seychelles Islands
GMZ	Sân bay La Gomera	La Gomera Airport	GMZ	San Sebastian De La Gomera	San Sebastian De La Gomera	ES	Tây Ban Nha	Spain
GNB	Sân bay Grenoble-Isère	Grenoble-Isère Airport	GNB	Grenoble	Grenoble	FR	Pháp	France
GND	Sân bay Maurice Bishop	Maurice Bishop International Airport	GND	Grenada	Grenada	GD	Grenada	Grenada
GNV	Sân bay Gainesville Regional	Gainesville Regional Airport	GNV	Gainesville	Gainesville	US	Hoa kỳ	United States
GNY	Sân bay Sanliurfa GAP	Şanlıurfa GAP Airport	SFQ	Sanliurfa	Sanliurfa	TR	Thổ nhĩ kỳ	Turkey
GOA	Sân bay Cristoforo Colombo	Cristoforo Colombo Airport	GOA	Genoa	Genoa	IT	Ý	Italy
GOH	Sân bay Nuuk	Nuuk Airport	GOH	Nuuk	Nuuk	GL	Greenland	Greenland
GOI	Sân bay Goa	Goa International Airport	GOI	Goa In	Goa In	IN	Ấn độ	India
GOJ	Sân bay Strigino	Strigino Airport	GOJ	Nizhniy Novgorod	Nizhniy Novgorod	RU	Nga	Russia
GOQ	Sân bay Golmud	Golmud Airport	GOQ	Golmud	Golmud	CN	Trung Quốc	China
GOT	Sân bay Gothenburg-Landvetter	Göteborg Landvetter Airport	GOT	Gothenburg	Gothenburg	SE	Thụy điển	Sweden
GOU	Sân bay Garoua	Garoua International Airport	GOU	Garoua	Garoua	CM	Cộng hòa Cameroon	United Republic Of Cameroon
GOV	Sân bay Nhulunbuy	Nhulunbuy Airport	GOV	Gove	Gove	AU	Úc	Australia
GPA	Sân bay Araxos	Araxos Airport	GPA	Patras	Patras	GR	Hy lạp	Greece
GPS	Sân bay Seymour	Seymour Airport	GPS	Galapagos Is	Galapagos Is	EC	Ecuador	Ecuador
GPT	Sân bay Gulfport-Biloxi	Gulfport-Biloxi International Airport	GPT	Gulfport	Gulfport	US	Hoa kỳ	United States
GRB	Sân bay Austin Straubel	Austin Straubel International Airport	GRB	Green Bay	Green Bay	US	Hoa kỳ	United States
GRI	Sân bay Central Nebraska Regional	Central Nebraska Regional Airport	GRI	Grand Island	Grand Island	US	Hoa kỳ	United States
GRJ	Sân bay George	George Airport	GRJ	George	George	ZA	Nam Phi	South Africa
GRK	Sân bay Killeen-Fort Hood Regional	Killeen-Fort Hood Regional Airport	GRK	Killeen	Killeen	US	Hoa kỳ	United States
GRO	Sân bay Girona-Costa Brava	Girona-Costa Brava Airport	GRO	Gerona	Gerona	ES	Tây Ban Nha	Spain
GRQ	Sân bay Groningen	Groningen Airport Eelde	GRQ	Groningen	Groningen	NL	Hà Lan	Netherlands
GRR	Sân bay Gerald R. Ford	Gerald R. Ford International Airport	GRR	Grand Rapids	Grand Rapids	US	Hoa kỳ	United States
GRU	Sân bay São Paulo-Guarulhos	São Paulo-Guarulhos International Airport	SAO	Sao Paulo	Sao Paulo	BR	Bra xin	Brazil
GRW	Sân bay Graciosa Island	Graciosa Island Airport	GRW	Graciosa Island	Graciosa Island	PT	Bồ đào nha	Portugal
GRX	Sân bay Granada Jaén	Granada Jaén Airport	GRX	Granada	Granada	ES	Tây Ban Nha	Spain
GRZ	Sân bay Graz	Graz Airport	GRZ	Graz	Graz	AT	Áo	Austria
GSE	Sân bay Gothenburg City	Gothenburg City Airport	GOT	Gothenburg	Gothenburg	SE	Thụy điển	Sweden
GSO	Sân bay Piedmont Triad	Piedmont Triad International Airport	GSO	Greensboro	Greensboro	US	Hoa kỳ	United States
GST	Sân bay Gustavus	Gustavus Airport	GST	Glacier Bay	Glacier Bay	US	Hoa kỳ	United States
GTE	Sân bay Groote Eylandt	Groote Eylandt Airport	GTE	Groote Eylandt	Groote Eylandt	AU	Úc	Australia
GTF	Sân bay Great Falls	Great Falls International Airport	GTF	Great Falls	Great Falls	US	Hoa kỳ	United States
GTO	Sân bay Jalaluddin	Jalaluddin Airport	GTO	Gorontalo	Gorontalo	ID	Indonesia	Indonesia
GTR	Sân bay Golden Triangle Regional	Golden Triangle Regional Airport	GTR	Columbus	Columbus	US	Hoa kỳ	United States
GUA	Sân bay La Aurora	La Aurora International Airport	GUA	Guatemala City	Guatemala City	GT	Guatemala	Guatemala
GUC	Sân bay Gunnison-Crested Butte Regional	Gunnison-Crested Butte Regional Airport	GUC	Gunnison	Gunnison	US	Hoa kỳ	United States
GUM	Sân bay Antonio B. Won Pat	Antonio B. Won Pat International Airport	GUM	Guam	Guam	GU	Guam	Guam
GUR	Sân bay Gurney	Gurney Airport	GUR	Alotau	Alotau	PG	Papua niu ghi nê	Papua New Guinea (Niugini)
GUW	Sân bay Atyrau	Atyrau Airport	GUW	Atyrau	Atyrau	KZ	Kazakstan	Kazakstan
GVA	Sân bay Cointrin	Cointrin International Airport	GVA	Geneva	Geneva	CH	Thụy sỹ	Switzerland
GVX	Sân bay Gävle-Sandviken	Gävle-Sandviken Airport	GVX	Gavle	Gavle	SE	Thụy điển	Sweden
GWT	Sân bay Sylt	Sylt Airport	GWT	Westerland	Westerland	DE	Đức	Germany
GXH	Sân bay Gannan Xiahe	Gannan Xiahe Airport	GXH	Gannan Xiahe	Gannan Xiahe	CN	Trung Quốc	China
GYD	Sân bay Heydar Aliyev	Heydar Aliyev International Airport	GYD	Baku	Baku	AZ	Azerbaijan	Azerbaijan
GYE	Sân bay José Joaquín de Olmedo	José Joaquín de Olmedo International Airport	GYE	Guayaquil	Guayaquil	EC	Ecuador	Ecuador
GYN	Sân bay Santa Genoveva	Santa Genoveva Airport	GYN	Goiania	Goiania	BR	Bra xin	Brazil
GYS	Sân bay Guangyuan	Guangyuan Airport	GYS	Quảng Nguyên	Guang Yuan	CN	Trung Quốc	China
GYY	Sân bay Gary/Chicago	Gary/Chicago International Airport	GYY	Gary	Gary	US	Hoa kỳ	United States
GZO	Sân bay Nusatupe	Nusatupe Airport	GZO	Gizo	Gizo	NZ	Niu di lân	New Zealand
GZT	Sân bay Oguzeli	Oğuzeli Airport	GZT	Gaziantep	Gaziantep	TR	Thổ nhĩ kỳ	Turkey
HAC	Sân bay Hachijojima	Hachijojima Airport	HAC	Hachijo Jima	Hachijo Jima	JP	Nhật bản	Japan
HAD	Sân bay Halmstad	Halmstad Airport	HAD	Halmstad	Halmstad	SE	Thụy điển	Sweden
HAH	Sân bay Prince Said Ibrahim	Prince Said Ibrahim International Airport	YVA	Moroni	Moroni	KM	Comoros	Comoros
HAJ	Sân bay Hannover	Hannover Airport	HAJ	Hanover	Hanover	DE	Đức	Germany
HAK	Sân bay Haikou Meilan	Haikou Meilan International Airport	HAK	Hải Khẩu	Haikou	CN	Trung Quốc	China
HAM	Sân bay Hamburg	Hamburg Airport	HAM	Hăm-buốc	Hamburg	DE	Đức	Germany
HAN	Sân bay Nội Bài	Noi Bai International Airport	HAN	Hà Nội	Hanoi	VN	Việt Nam	Vietnam
HAS	Sân bay Ha'il Regional	Ha'il Regional Airport	HAS	Hail	Hail	SA	Ả rập xê út	Saudi Arabia
HAU	Sân bay Haugesund	Haugesund Airport, Karmøy	HAU	Haugesund	Haugesund	NO	Na Uy	Norway
HAV	Sân bay José Martí	José Martí International Airport	HAV	Havana	Havana	CU	Cuba	Cuba
HBA	Sân bay Hobart	Hobart Airport	HBA	Hobart	Hobart	AU	Úc	Australia
HBE	Sân bay Borg El Arab	Borg El Arab Airport	HBE	Borg El Arab	Borg El Arab	EG	Ai Cập	Egypt
HDF	Sân bay Heringsdorf	Heringsdorf Airport	HDF	Heringsdorf	Heringsdorf	DE	Đức	Germany
HDG	Sân bay Handan	Handan Airport	HDG	Hàn Đạm	Handan	CN	Trung Quốc	China
HDN	Sân bay Yampa Valley	Yampa Valley Airport	HDN	Hayden	Hayden	US	Hoa kỳ	United States
HDS	Sân bay Hoedspruit	Hoedspruit Airport	HDS	Hoedspruit	Hoedspruit	ZA	Nam Phi	South Africa
HDY	Sân bay Hat Yai	Hat Yai International Airport	HDY	Hat Yai	Hat Yai	TH	Thái Lan	Thailand
HEH	Sân bay Heho	Heho Airport	HEH	Heho	Heho	MM	Myanmar	Myanmar
HEK	Sân bay Heihe	Heihe Airport	HEK	Hắc Hà	HEIHE	CN	Trung Quốc	China
HEL	Sân bay Helsinki	Helsinki Airport	HEL	Helsinki	Helsinki	FI	Phần lan	Finland
HER	Sân bay Heraklion	Heraklion International Airport, "Nikos Kazantzaki	HER	Heraklion	Heraklion	GR	Hy lạp	Greece
HET	Sân bay Hohhot Baita	Hohhot Baita International Airport	HET	Hô Hòa Hạo Đặc	Hohhot	CN	Trung Quốc	China
HEX	Sân bay Herrera	Herrera International Airport	HEX	Santo Domingo	Santo Domingo	DO	Cộng hòa Dominicana	Dominican Republic
HFE	Sân bay Hefei Luogang	Hefei Luogang International Airport	HFE	Hợp Phì	Hefei	CN	Trung Quốc	China
HFT	Sân bay Hammerfest	Hammerfest Airport	HFT	Hammerfest	Hammerfest	NO	Na Uy	Norway
HGA	Sân bay Egal	Egal International Airport	HGA	Hargeisa	Hargeisa	SO	Somalia	Somalia
HGD	Sân bay Hughenden	Hughenden Airport	HGD	Hughenden	Hughenden	AU	Úc	Australia
HGH	Sân bay HANGZHOU	Hangzhou Xiaoshan International Airport	HGH	Hàng Châu	Hangzhou	CN	Trung Quốc	China
HGN	Sân bay Mae Hong Son	Mae Hong Son Airport	HGN	Mae Hongson	Mae Hongson	TH	Thái Lan	Thailand
HGR	Sân bay Hagerstown Regional	Hagerstown Regional Airport	HGR	Hagerstown	Hagerstown	US	Hoa kỳ	United States
HGU	Sân bay Mount Hagen	Mount Hagen Airport	HGU	Mt Hagen	Mt Hagen	PG	Papua niu ghi nê	Papua New Guinea (Niugini)
HHH	Sân bay Hilton Head	Hilton Head Airport	HHH	Hilton Head	Hilton Head	US	Hoa kỳ	United States
HHN	Sân bay Frankfurt-Hahn	Frankfurt-Hahn Airport	FRA	Frankfurt	Frankfurt	DE	Đức	Germany
HHQ	Sân bay Hua Hin	Hua Hin Airport	HHQ	Hua Hin	Hua Hin	TH	Thái Lan	Thailand
HIA	Sân bay Huai An	Huai An Airport	HIA	Huai An	Huai An	CN	Trung Quốc	China
HIB	Sân bay Chisholm-Hibbing	Chisholm-Hibbing Airport	HIB	Hibbing	Hibbing	US	Hoa kỳ	United States
HID	Sân bay Horn Island	Horn Island Airport	HID	Horn Island	Horn Island	AU	Úc	Australia
HIJ	Sân bay Hiroshima	Hiroshima Airport	HIJ	Hiroshima	Hiroshima	JP	Nhật bản	Japan
HIK	Hickam Air Force Base	Hickam Air Force Base	HNL	Honolulu	Honolulu	US	Hoa kỳ	United States
HIN	Sân bay Sacheon	Sacheon Airport / Sacheon Air Base	HIN	Chinju	Chinju	KR	Hàn quốc	Korea
HIR	Sân bay Honiara	Honiara International Airport	HIR	Honiara	Honiara	SB	Solomon Islands	Solomon Islands
HIS	Hayman Island Resort Seaplace Base	Hayman Island Resort Seaplace Base	HIS	Hayman Island	Hayman Island	AU	Úc	Australia
HJJ	Sân bay Zhi Jiang	Zhi Jiang Airport	HJJ	Hoài Hóa	Zhi Jiang	CN	Trung Quốc	China
HJR	Sân bay Khajuraho	Khajuraho Airport	HJR	Khajuraho	Khajuraho	IN	Ấn độ	India
HKD	Sân bay Hakodate	Hakodate Airport	HKD	Hakodate	Hakodate	JP	Nhật bản	Japan
HKG	Sân bay Hong Kong	Hong Kong International Airport	HKG	Hồng Kông	Hongkong	HK	Hồng kông	Hong Kong
HKK	Sân bay Hokitika	Hokitika Airport	HKK	Hokitika	Hokitika	NZ	Niu di lân	New Zealand
HKN	Sân bay Kimbe	Kimbe Airport	HKN	Hoskins	Hoskins	PG	Papua niu ghi nê	Papua New Guinea (Niugini)
HKS	Hawkins Field	Hawkins Field	JAN	Jackson	Jackson	MS	Montserrat	Montserrat
HKT	Sân bay Phuket	Phuket International Airport	HKT	Phuket	Phuket	TH	Thái Lan	Thailand
HLA	Sân bay Lanseria	Lanseria Airport	HLA	Lanseria	Lanseria	ZA	Nam Phi	South Africa
HLD	Sân bay Hailar Dongshan	Hailar Dongshan Airport	HLD	Hailar	Hailar	CN	Trung Quốc	China
HLH	Sân bay Ulanhot	Ulanhot Airport	HLH	Ulanhot	Ulanhot	CN	Trung Quốc	China
HLN	Sân bay Helena Regional	Helena Regional Airport	HLN	Helena	Helena	MT	Malta	Malta
HLP	Sân bay Halim Perdanakusuma	Halim Perdanakusuma International Airport	JKT	Jakarta	Jakarta	ID	Indonesia	Indonesia
HLZ	Sân bay Hamilton	Hamilton International Airport	HLZ	Hamilton	Hamilton	NZ	Niu di lân	New Zealand
HMA	Sân bay Khanty-Mansiysk	Khanty-Mansiysk Airport	MMA	Malmo	Malmo	SE	Thụy điển	Sweden
HME	Sân bay Oued Irara	Oued Irara Airport	HME	Hassi Messaoud	Hassi Messaoud	DZ	An giê ri	Algeria
HMI	Sân bay Hami	Hami Airport	HMI	Hami	Hami	CN	Trung Quốc	China
HMO	Sân bay General Ignacio Pesqueira Garcia	General Ignacio Pesqueira Garcia International Air	HMO	Hermosillo	Hermosillo	MX	Mê hi cô	MEXICO
HNA	Sân bay Hanamaki	Hanamaki Airport	HNA	Morioka	Morioka	JP	Nhật bản	Japan
HND	Sân bay Haneda	Haneda Airport	TYO	Tokyo	Tokyo	JP	Nhật bản	Japan
HNH	Sân bay Hoonah	Hoonah Airport	HNH	Hoonah	Hoonah	US	Hoa kỳ	United States
HNL	Sân bay quốc tế Honolulu	Honolulu International Airport	HNL	Honolulu	Honolulu	US	Hoa kỳ	United States
HNM	Sân bay Hana	Hana Airport	HNM	Hana	Hana	US	Hoa kỳ	United States
HNS	Sân bay Haines	Haines Airport	HNS	Haines	Haines	US	Hoa kỳ	United States
HNY	Sân bay Hengyang	Hengyang Airport	HNY	Hằng Dương	Hengyang	CN	Trung Quốc	China
HOB	Sân bay Lea County Regional	Lea County Regional Airport	HOB	Hobbs	Hobbs	US	Hoa kỳ	United States
HOD	Sân bay Hodeida	Hodeida International Airport	HOD	Hodeidah	Hodeidah	YE	Yemen	Yemen
HOF	Sân bay al-Ahsa	al-Ahsa Airport	HOF	Alahsa	Alahsa	SA	Ả rập xê út	Saudi Arabia
HOG	Sân bay Frank País	Frank País Airport	HOG	Holguin	Holguin	CU	Cuba	Cuba
HOI	Sân bay Hao	Hao Airport	HOI	Hao Island	Hao Island	PF	Pô li sê ni thuộc Pháp	French Polynesia
HOM	Sân bay Homer	Homer Airport	HOM	Homer	Homer	US	Hoa kỳ	United States
HON	Sân bay Huron Regional	Huron Regional Airport	HON	Huron	Huron	US	Hoa kỳ	United States
HOR	Sân bay Horta	Horta Airport	HOR	Horta	Horta	PT	Bồ đào nha	Portugal
HOT	Sân bay Memorial Field	Memorial Field Airport	HOT	Hot Springs	Hot Springs	AR	Ác Hen Tina	Argentina
HOU	Sân bay Houston	Houston Hobby Airport	AAP	Houston	Houston	US	Hoa kỳ	United States
HOV	Sân bay Ørsta/Volda	Ørsta/Volda Airport, Hovden	HOV	Orsta Volda	Orsta Volda	NO	Na Uy	Norway
HPH	Sân bay Cát Bi	Cat Bi International Airport	HPH	Hải Phòng	Haiphong	VN	Việt Nam	Vietnam
HPN	Sân bay Westchester County	Westchester County Airport	HPN	White Plains	White Plains	US	Hoa kỳ	United States
HPV	Sân bay Princeville	Princeville Airport	HPV	Princeville	Princeville	US	Hoa kỳ	United States
HRB	Sân bay Harbin Taiping	Harbin Taiping International Airport	HRB	Cáp Nhĩ Tân	Harbin	CN	Trung Quốc	China
HRE	Sân bay Harare	Harare International Airport	HRE	Harare	Harare	ZW	Zim ba bu ê	Zimbabwe
HRG	Sân bay Hurghada	Hurghada International Airport	HRG	Hurghada	Hurghada	EG	Ai Cập	Egypt
HRK	Sân bay Kharkiv	Kharkiv International Airport	HRK	Kharkov	Kharkov	UA	U-krai-na	Ukraine
HRL	Sân bay Valley	Valley International Airport	HRL	Harlingen	Harlingen	US	Hoa kỳ	United States
HRO	Sân bay Boone County	Boone County Airport	HRO	Harrison	Harrison	US	Hoa kỳ	United States
HSG	Sân bay Saga	Saga Airport	HSG	Saga	Saga	JP	Nhật bản	Japan
HSH	Sân bay Henderson Executive	Henderson Executive Airport	HSH	Las Vegas	Las Vegas	US	Hoa kỳ	United States
HSL	Sân bay Huslia	Huslia Airport	HSL	Huslia	Huslia	US	Hoa kỳ	United States
HSN	Sân bay Zhoushan Putuoshan	Zhoushan Putuoshan Airport	HSN	Châu Sơn	Zhoushan Putuoshan	CN	Trung Quốc	China
HSV	Sân bay Huntsville	Huntsville International Airport	HSV	Huntsville	Huntsville	US	Hoa kỳ	United States
HTA	Sân bay Kadala	Kadala Airport	HTA	Chita	Chita	RU	Nga	Russia
HTI	Sân bay Great Barrier Reef	Great Barrier Reef Airport	HTI	Hamilton Island	Hamilton Island	AU	Úc	Australia
HTN	Sân bay Hotan	Hotan Airport	HTN	Hotan	Hotan	CN	Trung Quốc	China
HTY	Sân bay Hatay	Hatay Airport	HTY	Hatay	Hatay	TR	Thổ nhĩ kỳ	Turkey
HUC	Sân bay Humacao	Humacao Airport	HUC	Humacao	Humacao	PR	Puerto Rico	PUERTO RICO
HUH	Sân bay Fare	Fare Airport	HUH	Huahine	Huahine	NZ	Niu di lân	New Zealand
HUI	Sân bay Phú Bài	Phu Bai International Airport	HUI	Huế	Hue	VN	Việt Nam	Vietnam
HUN	Sân bay Hualien	Hualien Airport	HUN	Hualien	Hualien	TW	Đài Loan	Taiwan
HUS	Sân bay Hughes	Hughes Airport	HUS	Hughes	Hughes	US	Hoa kỳ	United States
HUV	Sân bay Hudiksvall	Hudiksvall Airport	HUV	Hudiksvall	Hudiksvall	SE	Thụy điển	Sweden
HUX	Sân bay Huatulco	Huatulco International Airport	HUX	Santa Cruz Huatulco	Santa Cruz Huatulco	MX	Mê hi cô	MEXICO
HUY	Sân bay Humberside	Humberside Airport	HUY	Humberside	Humberside	GB	Anh quốc	United Kingdom
HUZ	Sân bay Huizhou	Huizhou Airport	HUZ	Hồi Châu	Huizhou	CN	Trung Quốc	China
HVB	Sân bay Hervey Bay	Hervey Bay Airport	HVB	Hervey Bay	Hervey Bay	AU	Úc	Australia
HVG	Sân bay Honningsvåg	Honningsvåg Airport, Valan	HVG	Honningsvag	Honningsvag	NO	Na Uy	Norway
HVN	Sân bay Tweed-New Haven	Tweed-New Haven Airport	HVN	New Haven	New Haven	US	Hoa kỳ	United States
HVR	Sân bay Havre City-County	Havre City-County Airport	HVR	Havre	Havre	US	Hoa kỳ	United States
HYA	Sân bay Barnstable Municipal	Barnstable Municipal Airport	HYA	Hyannis	Hyannis	US	Hoa kỳ	United States
HYD	Sân bay Rajiv Gandhi	Rajiv Gandhi International Airport	HYD	Hyderabad	Hyderabad	IN	Ấn độ	India
HYN	Sân bay Taizhou Luqiao	Taizhou Luqiao Airport	HYN	Hoàng Yên	Huangyan	CN	Trung Quốc	China
HYS	Sân bay Hays Regional	Hays Regional Airport	HYS	Hays	Hays	US	Hoa kỳ	United States
HZG	Sân bay Hanzhong	Hanzhong Airport	HZG	Hán Trọng	Hanzhong	CN	Trung Quốc	China
HZH	Sân bay Liping City	Liping City Airport	HZH	Lý Bình	Liping City	CN	Trung Quốc	China
IAD	Sân bay Washington Dulles	Washington Dulles International Airport	WAS	Washington	Washington	US	Hoa kỳ	United States
IAG	Sân bay Niagara Falls	Niagara Falls International Airport	IAG	Niagara Falls	Niagara Falls	US	Hoa kỳ	United States
IAH	Sân bay George Bush Intercontinental	George Bush Intercontinental Airport	HOU	Houston	Houston	US	Hoa kỳ	United States
IAS	Sân bay Ia?i	Iași International Airport	IAS	lasi	Iasi	RO	Rumani	Romania
IBZ	Sân bay Ibiza	Ibiza Airport	IBZ	Ibiza	Ibiza	ES	Tây Ban Nha	Spain
ICN	Sân bay Incheon	Incheon International Airport	SEL	Seoul	Seoul	KR	Hàn quốc	Korea
ICT	Sân bay Wichita Mid-Continent	Wichita Mid-Continent Airport	ICT	Wichita	Wichita	US	Hoa kỳ	United States
IDA	Sân bay Idaho Falls Regional	Idaho Falls Regional Airport	IDA	Idaho Falls	Idaho Falls	US	Hoa kỳ	United States
IDR	Sân bay Devi Ahilyabai Holkar	Devi Ahilyabai Holkar International Airport	IDR	Indore	Indore	IN	Ấn độ	India
IEV	Sân bay Kiev	Kiev International Airport	IEV	Kiev	Kiev	UA	U-krai-na	Ukraine
IFN	Sân bay Esfahan Shahid Beheshti	Esfahan Shahid Beheshti International Airport	IFN	Isfahan	Isfahan	IR	Iran	Iran
IFO	Sân bay Ivano-Frankivsk	Ivano-Frankivsk Airport	IFO	Ivano Frankovsk	Ivano Frankovsk	UA	U-krai-na	Ukraine
IFP	Sân bay Laughlin/Bullhead	Laughlin/Bullhead International Airport	IFP	Bullhead City	Bullhead City	US	Hoa kỳ	United States
IGL	Sân bay Çigli	Çigli Airport	IZM	Izmir	Izmir	TR	Thổ nhĩ kỳ	Turkey
IGM	Sân bay Kingman	Kingman Airport	IGM	Kingman	Kingman	US	Hoa kỳ	United States
IGR	Sân bay Cataratas del Iguazú	Cataratas del Iguazú International Airport	IGR	Iguazu	Iguazu	AR	Ác Hen Tina	Argentina
IGU	Sân bay Foz do Iguaçu	Foz do Iguaçu International Airport	IGU	Iguassu Falls	Iguazu Falls	BR	Bra xin	Brazil
IKA	Sân bay Tehran Imam Khomeini	Tehran Imam Khomeini International Airport	IKA	Teheran	Teheran	IR	Iran	Iran
IKT	Sân bay Irkutsk	Irkutsk International Airport	IKT	Irkutsk	Irkutsk	RU	Nga	Russia
ILE	Skylark Field	Skylark Field	ILE	Killeen	Killeen	US	Hoa kỳ	United States
ILG	Sân bay New Castle	New Castle Airport	ILG	Wilmington	Wilmington	US	Hoa kỳ	United States
ILM	Sân bay Wilmington	Wilmington International Airport	ILM	Wilmington	Wilmington	US	Hoa kỳ	United States
ILO	Sân bay Iloilo	Iloilo International Airport	ILO	Iloilo	Iloilo	PH	Philippines	Philippines
ILY	Sân bay Port Ellen	Port Ellen Airport	ILY	Islay	Islay	GB	Anh quốc	United Kingdom
IMP	Sân bay Imperatriz	Imperatriz Airport	IMP	Imperatriz	Imperatriz	BR	Bra xin	Brazil
IMT	Sân bay Ford	Ford Airport	IMT	Iron Mountain	Iron Mountain	US	Hoa kỳ	United States
INC	Sân bay Yinchuan Hedong	Yinchuan Airport	INC	Ngân Châu	Yinchuan	CN	Trung Quốc	China
IND	Sân bay Indianapolis	Indianapolis International Airport	IND	Indianapolis	Indianapolis	US	Hoa kỳ	United States
INI	Sân bay Niš Constantine the Great	Niš Constantine the Great Airport	INI	Nis	Nis	RS	Serbia	Serbia
INL	Sân bay Falls	Falls International Airport	INL	International Falls	International Falls	US	Hoa kỳ	United States
INN	Sân bay Innsbruck	Innsbruck Airport	INN	Innsbruck	Innsbruck	AT	Áo	Austria
INT	Sân bay Smith Reynolds	Smith Reynolds Airport	INT	Winston-Salem	Winston-Salem	US	Hoa kỳ	United States
INV	Sân bay Inverness	Inverness Airport	INV	Inverness	Inverness	GB	Anh quốc	United Kingdom
IOA	Sân bay Ioannina National	Ioannina National Airport	IOA	Ioannina	Ioannina	GR	Hy lạp	Greece
IOM	Sân bay Isle of Man	Isle of Man Airport	IOM	Isle Of Man	Isle Of Man	GB	Anh quốc	United Kingdom
IOS	Sân bay Ilhéus Jorge Amado	Ilhéus Jorge Amado Airport	IOS	Ilheus	Ilheus	BR	Bra xin	Brazil
IPC	Sân bay Mataveri	Mataveri International Airport	IPC	Easter Island	Easter Island	CL	Chi lê	Chile
IPH	Sân bay Sultan Azlan Shah	Sultan Azlan Shah Airport	IPH	Ipoh	Ipoh	MY	Malaysia	Malaysia
