BKA	Sân bay Bykovo	Bykovo Airport	MOW	Mát-xờ-cơ-va	Moscow	RU	Nga	Russia
BKI	Sân bay Kota Kinabalu	Kota Kinabalu International Airport	BKI	Kota Kinabalu	Kota Kinabalu	MY	Malaysia	Malaysia
BKK	Sân bay Suvarnabhumi	Suvarnabhumi Airport	BKK	Băng Cốc	Bangkok	TH	Thái Lan	Thailand
BKL	Sân bay Burke Lakefront	Burke Lakefront Airport	CLE	Cleveland	Cleveland	US	Hoa kỳ	United States
BKM	Sân bay Bakalalan	Bakalalan Airport	BKM	Bakalalan	Bakalalan	MY	Malaysia	Malaysia
BKO	Sân bay Senou	Senou International Airport	BKO	Bamako	Bamako	ML	Mali	Mali
BKQ	Sân bay Blackall	Blackall Airport	BKQ	Blackall	Blackall	AU	Úc	Australia
BKS	Sân bay Padang Kemiling	Padang Kemiling Airport	BKS	Bengkulu	Bengkulu	ID	Indonesia	Indonesia
BKW	Sân bay Raleigh County Memorial	Raleigh County Memorial Airport	BKW	Beckley	Beckley	US	Hoa kỳ	United States
BLA	Sân bay Generál José Antonio Anzoátegui	Generál José Antonio Anzoátegui International Airp	BLA	Barcelona	Barcelona	VE	Vê nê du ê la	Venezuela
BLD	Sân bay Boulder City Municipal	Boulder City Municipal Airport	BLD	Las Vegas	Las Vegas	US	Hoa kỳ	United States
BLE	Sân bay Borlänge	Borlänge Airport	BLE	Borlange	Borlange	SE	Thụy điển	Sweden
BLI	Sân bay Bellingham	Bellingham International Airport	BLI	Bellingham	Bellingham	US	Hoa kỳ	United States
BLK	Sân bay Blackpool	Blackpool International Airport	BLK	Blackpool	Blackpool	GB	Anh quốc	United Kingdom
BLL	Sân bay Billund	Billund Airport	BLL	Billund	Billund	DK	Ðan Mạch	Denmark
BLQ	Sân bay Bologna-Borgo Panigale "Guglielmo Marconi"	Bologna-Borgo Panigale "Guglielmo Marconi" Airport	BLQ	Bologna	Bologna	IT	Ý	Italy
BLR	Sân bay Bengaluru	Bengaluru International Airport	BLR	Bangalore	Bangalore	IN	Ấn độ	India
BLZ	Sân bay Chileka	Chileka International Airport	BLZ	Blantyre	Blantyre	MW	Malawi	Malawi
BMA	Sân bay Stockholm-Bromma	Stockholm-Bromma Airport	STO	Stockholm	Stockholm	SE	Thụy điển	Sweden
BME	Sân bay Broome	Broome International Airport	BME	Broome	Broome	AU	Úc	Australia
BMI	Sân bay Central Illinois Regional	Central Illinois Regional Airport	BMI	Bloomington	Bloomington	US	Hoa kỳ	United States
BMV	Sân bay Ban Mê Thuột	Ban Me Thuot Airport	BMV	Buôn Mê Thuột	Buon Me Thuot	VN	Việt Nam	Vietnam
BNA	Sân bay Nashville	Nashville International Airport	BNA	Nashville	Nashville	US	Hoa kỳ	United States
BNE	Sân bay Brisbane	Brisbane Airport	BNE	Brisbane	Brisbane	AU	Úc	Australia
BNK	Sân bay Ballina	Ballina Airport	BNK	Ballina	Ballina	AU	Úc	Australia
BNN	Sân bay Brønnøysund	Brønnøysund Airport, Brønnøy	BNN	Bronnoysund	Bronnoysund	NO	Na Uy	Norway
BNX	Sân bay Banja Luka	Banja Luka International Airport	BNX	Banja Luka	Banja Luka	BA	Bosnia Herzegovina	Bosnia Herzegovina
BOB	Sân bay Bora Bora	Bora Bora Airport	BOB	Bora Bora	Bora Bora	PF	Pô li sê ni thuộc Pháp	French Polynesia
BOD	Sân bay Bordeaux - Mérignac	Bordeaux - Mérignac Airport	BOD	Boóc-đô	Bordeaux	FR	Pháp	France
BOG	Sân bay El Dorado	El Dorado International Airport	BOG	Bogota	Bogota	CO	Colombia	Colombia
BOH	Sân bay Bournemouth	Bournemouth Airport	BOH	Bournemouth	Bournemouth	GB	Anh quốc	United Kingdom
BOI	Boise Air Terminal	Boise Air Terminal	BOI	Boise	Boise	US	Hoa kỳ	United States
BOJ	Sân bay Burgas	Burgas Airport	BOJ	Bourgas	Burgas	BG	Bun ga ri	Bulgaria
BOM	Sân bay Chhatrapati Shivaji	Chhatrapati Shivaji International Airport	BOM	Mumbai	Mumbai	IN	Ấn độ	India
BON	Sân bay Flamingo	Flamingo International Airport	BON	Bonaire	Bonaire	AN	Netherland Antilles	Netherland Antilles
BOO	Sân bay Bodø	Bodø Airport	BOO	Bodo	Bodo	NO	Na Uy	Norway
BOS	Sân bay Logan	Logan International Airport	BOS	Boston	Boston	US	Hoa kỳ	United States
BOY	Sân bay Bobo Dioulasso	Bobo Dioulasso Airport	BOY	Bobo Dioulasso	Bobo Dioulasso	BF	Buốc ki na pha sô	Burkina Faso
BPL	Sân bay Bole	Bole Airport	BPL	Bole	Bole	CN	Trung Quốc	China
BPN	Sân bay Sepinggan	Sepinggan International Airport	BPN	Balikpapan	Balikpapan	ID	Indonesia	Indonesia
BPS	Sân bay Porto Seguro	Porto Seguro Airport	BPS	Porto Seguro	Porto Seguro	BR	Bra xin	Brazil
BPT	Sân bay Southeast Texas Regional	Southeast Texas Regional Airport	BPT	Beaumont	Beaumont	US	Hoa kỳ	United States
BPX	Sân bay Bangda	Bangda Airport	BPX	Bangda	Bangda	CN	Trung Quốc	China
BQB	Sân bay Busselton Regional	Busselton Regional Airport	BQB	Busselton	Busselton	AU	Úc	Australia
BQH	Sân bay London Biggin Hill	London Biggin Hill Airport	BQH	London	London	GB	Anh quốc	United Kingdom
BQK	Sân bay Brunswick Golden Isles	Brunswick Golden Isles Airport	BQK	Brunswick	Brunswick	US	Hoa kỳ	United States
BQL	Sân bay Boulia	Boulia Airport	BQL	Boulia	Boulia	AU	Úc	Australia
BQN	Sân bay Rafael Hernández	Rafael Hernández Airport	BQN	Aguadilla	Aguadilla	PR	Puerto Rico	PUERTO RICO
BQS	Sân bay Ignatyevo	Ignatyevo Airport	BQS	Blagoveschensk	Blagoveschensk	RU	Nga	Russia
BRC	Sân bay San Carlos de Bariloche	San Carlos de Bariloche Airport	BRC	San Carlos Bariloche	San Carlos de Bariloche	AR	Ác Hen Tina	Argentina
BRD	Sân bay Brainerd Lakes Regional	Brainerd Lakes Regional Airport	BRD	Brainerd	Brainerd	US	Hoa kỳ	United States
BRE	Sân bay Bremen	Bremen Airport	BRE	Bremen	Bremen	DE	Đức	Germany
BRI	Sân bay Bari "Karol Wojtyla"	Bari "Karol Wojtyła" Airport	BRI	Bari	Bari	IT	Ý	Italy
BRL	Sân bay Southeast Iowa Regional	Southeast Iowa Regional Airport	BRL	Burlington	Burlington	US	Hoa kỳ	United States
BRM	Sân bay Jacinto Lara	Jacinto Lara International Airport	BRM	Barquisimeto	Barquisimeto	VE	Vê nê du ê la	Venezuela
BRN	Sân bay Bern	Bern Airport	BRN	Berne	Berne	CH	Thụy sỹ	Switzerland
BRO	Sân bay Brownsville/South Padre Island	Brownsville/South Padre Island International Airpo	BRO	Brownsville	Brownsville	US	Hoa kỳ	United States
BRQ	Sân bay Brno-Turany	Brno-Turany Airport	BRQ	Brno	Brno	CZ	Cộng hòa Séc	Czech Republic
BRR	Sân bay Barra	Barra Airport	BRR	Barra	Barra	GB	Anh quốc	United Kingdom
BRS	Sân bay Bristol	Bristol Airport	BRS	Bristol	Bristol	GB	Anh quốc	United Kingdom
BRU	Sân bay Brussels	Brussels Airport	BRU	Bru-xen	Brussels	BE	Bỉ	Belgium
BRW	Sân bay Wiley Post–Will Rogers Memorial	Wiley Post–Will Rogers Memorial Airport	BRW	Barrow	Barrow	US	Hoa kỳ	United States
BSB	Sân bay Brasília	Brasília International Airport	BSB	Brasilia	Brasilia	BR	Bra xin	Brazil
BSD	Sân bay Baoshan	Baoshan Airport	BSD	Bảo Sơn	Baoshan	CN	Trung Quốc	China
BSK	Sân bay Biskra	Biskra Airport	BSK	Biskra	Biskra	DZ	An giê ri	Algeria
BSL	Sân bay Euro	EuroAirport Basel-Mulhouse-Freiburg	BSL	Basel	Basel	CH	Thụy sỹ	Switzerland
BSR	Sân bay Basrah	Basrah International Airport	BSR	Basra	Basra	IQ	Iraq	Iraq
BTH	Sân bay Hang Nadim	Hang Nadim Airport	BTH	Batam	Batam	ID	Indonesia	Indonesia
BTJ	Sân bay Sultan Iskandarmuda	Sultan Iskandarmuda Airport	BTJ	Banda Aceh	Banda Aceh	ID	Indonesia	Indonesia
BTK	Sân bay Bratsk	Bratsk Airport	BTK	Bratsk	Bratsk	RU	Nga	Russia
BTM	Sân bay Bert Mooney	Bert Mooney Airport	BTM	Butte	Butte	US	Hoa kỳ	United States
BTS	Sân bay M. R. Štefánik	M. R. Štefánik Airport	BTS	Bratislava	Bratislava	SK	Slovakia	Slovakia
BTU	Sân bay Bintulu	Bintulu Airport	BTU	Bintulu	Bintulu	MY	Malaysia	Malaysia
BTV	Sân bay Burlington	Burlington International Airport	BTV	Burlington	Burlington	US	Hoa kỳ	United States
BUC	Sân bay Burketown	Burketown Airport	BUC	Burketown	Burketown	AU	Úc	Australia
BUD	Sân bay Budapest Ferenc Liszt	Budapest Ferenc Liszt International Airport	BUD	Bu-đa-pét	Budapest	HU	Hungary	Hungary
BUE	Tất cả các sân bay	All Airports	BUE	Buenos Aires	Buenos Aires	AR	Ác Hen Tina	Argentina
BUF	Sân bay Buffalo Niagara	Buffalo Niagara International Airport	BUF	Buffalo	Buffalo	US	Hoa kỳ	United States
BUH	Tất cả các sân bay	All Airports	BUH	Bucharest	Bucharest	RO	Rumani	Romania
BUQ	Sân bay Joshua Mqabuko Nkomo	Joshua Mqabuko Nkomo International Airport	BUQ	Bulawayo	Bulawayo	ZW	Zim ba bu ê	Zimbabwe
BUR	Sân bay Bob Hope	Bob Hope Airport	BUR	Burbank	Burbank	US	Hoa kỳ	United States
BUS	Sân bay Batumi	Batumi Airport	BUS	Batumi	Batumi	GE	Georgia	Georgia
BUZ	Sân bay Bushehr	Bushehr Airport	BUZ	Bushehr	Bushehr	IR	Iran	Iran
BVA	Sân bay Paris Beauvais Tillé	Paris Beauvais Tillé Airport	PAR	Paris	Paris	FR	Pháp	France
BVB	Sân bay Boa Vista	Boa Vista International Airport	BVB	Boa Vista	Boa Vista	BR	Bra xin	Brazil
BVC	Sân bay Rabil	Rabil Airport	BVC	Boa Vista	Boa Vista	CV	Cape Verde	CAPE VERDE
BVE	Sân bay Brive – Souillac	Brive – Souillac Airport	BVE	Brive La Gaill	Brive La Gaill	FR	Pháp	France
BVI	Sân bay Birdsville	Birdsville Airport	BVI	Birdsville, Queensland	Birdsville, Queensland	AU	Úc	Australia
BWI	Sân bay Baltimore/Washington International Thurgoo	Baltimore/Washington International Thurgood Marsha	BWI	Baltimore	Baltimore	US	Hoa kỳ	United States
BWN	Sân bay Brunei	Brunei International Airport	BWN	Bandar Seri Begawan	Bandar Seri Begawan	BN	Bru nêy	Brunei
BWT	Sân bay Burnie	Burnie Airport	BWT	Burnie	Burnie	AU	Úc	Australia
BXN	Sân bay Bodrum-Imsik	Bodrum-Imsik Airport	BXN	Bodrum	Bodrum	TR	Thổ nhĩ kỳ	Turkey
BXU	Sân bay Butuan	Butuan Airport	BXU	Butuan	Butuan	PH	Philippines	Philippines
BZG	Sân bay Bydgoszcz Ignacy Jan Paderewski	Bydgoszcz Ignacy Jan Paderewski Airport	BZG	Bydgoszcz	Bydgoszcz	PL	Ba Lan	Poland
BZN	Sân bay Gallatin Field	Gallatin Field Airport	BZN	Bozeman	Bozeman	US	Hoa kỳ	United States
BZO	Sân bay Bolzano	Bolzano Airport	BZO	Bolzano	Bolzano	IT	Ý	Italy
BZR	Sân bay Béziers Vias	Béziers Vias Airport	BZR	Beziers	Beziers	DK	Ðan Mạch	Denmark
BZV	Sân bay Maya Maya	Maya Maya Airport	BZV	Brazzaville	Brazzaville	CD	Công gô	Democratic Republic Of Congo
BZZ	RAF Brize Norton	RAF Brize Norton	OXF	Oxford	Oxford	GB	Anh quốc	United Kingdom
CAC	Sân bay Cascavel	Cascavel Airport	CAC	Cascavel	Cascavel	BR	Bra xin	Brazil
CAG	Sân bay Cagliari	Cagliari Airport	CAG	Cagliari	Cagliari	IT	Ý	Italy
CAH	Sân bay Cà Mau	Ca Mau Airport	CAH	Cà Mau	Ca Mau	VN	Việt Nam	Vietnam
CAI	Sân bay Cairo	Cairo International Airport	CAI	Cairo	Cairo	EG	Ai Cập	Egypt
CAK	Sân bay Akron-Canton Regional	Akron-Canton Regional Airport	CAK	Akron	Akron	US	Hoa kỳ	United States
CAL	Sân bay Campbeltown	Campbeltown Airport	CAL	Campbeltown	Campbeltown	GB	Anh quốc	United Kingdom
CAN	Sân bay Guangzhou	Guangzhou Baiyun International Airport	CAN	Quảng Châu	Guangzhou	CN	Trung Quốc	China
CAY	Sân bay Cayenne-Rochambeau	Cayenne-Rochambeau Airport	CAY	Cayenne	Cayenne	GF	Ghi nê thuộc Pháp	French Guiana
CAZ	Sân bay Cobar	Cobar Airport	CAZ	Cobar	Cobar	AU	Úc	Australia
CBB	Sân bay Jorge Wilstermann	Jorge Wilstermann International Airport	CBB	Cochabamba	Cochabamba	BO	Bolivia	Bolivia
CBG	Sân bay Cambridge	Cambridge Airport	CBG	Cambridge	Cambridge	GB	Anh quốc	United Kingdom
CBO	Sân bay Awang	Awang Airport	CBO	Cotabato	Cotabato	PH	Philippines	Philippines
CBR	Sân bay Canberra	Canberra International Airport	CBR	Canberra	Canberra	AU	Úc	Australia
CCE	Sân bay L'Espérance	L'Espérance Airport	CCE	Saint Martin	Saint Martin	LC	Saint Lucia	Saint Lucia
CCJ	Sân bay Calicut	Calicut Airport	CCJ	Kozhikode	Kozhikode	IN	Ấn độ	India
CCK	Sân bay Cocos Islands	Cocos Islands Airport	CCK	Cocos Islands	Cocos Islands	AU	Úc	Australia
CCP	Sân bay Carriel Sur	Carriel Sur International Airport	CCP	Concepcion	Concepcion	CL	Chi lê	Chile
CCS	Sân bay Simón Bolívar	Simón Bolívar International Airport	CCS	Caracas	Caracas	VE	Vê nê du ê la	Venezuela
CCU	Sân bay Netaji Subhas Chandra Bose	Netaji Subhas Chandra Bose International Airport	CCU	Kolkata	Kolkata	IN	Ấn độ	India
CCV	Sân bay Craig Cove	Craig Cove Airport	CCV	Craig Cove	Craig Cove	VU	Vanuatu	Vanuatu
CDC	Sân bay Cedar City Regional	Cedar City Regional Airport	CDC	Cedar City	Cedar City	US	Hoa kỳ	United States
CDG	Sân bay Charles de Gaulle	Charles de Gaulle Airport	PAR	Paris	Paris	FR	Pháp	France
CDR	Sân bay Chadron Municipal	Chadron Municipal Airport	CDR	Chadron	Chadron	US	Hoa kỳ	United States
CDV	Merle K.	Merle K.	CDV	Cordova	Cordova	US	Hoa kỳ	United States
CDW	Sân bay Essex County	Essex County Airport	CDW	Caldwell	Caldwell	US	Hoa kỳ	United States
CEB	Sân bay Mactan-Cebu	Mactan-Cebu International Airport	CEB	Cebu	Cebu	PH	Philippines	Philippines
CEC	Jack McNamara Field	Jack McNamara Field	CEC	Crescent City	Crescent City	US	Hoa kỳ	United States
CED	Sân bay Ceduna	Ceduna Airport	CED	Ceduna	Ceduna	AU	Úc	Australia
CEG	Sân bay Hawarden	Hawarden Airport	CEG	Chester	Chester	GB	Anh quốc	United Kingdom
CEI	Sân bay Chiang Rai	Chiang Rai International Airport	CEI	Chiang Rai	Chiang Rai	TH	Thái Lan	Thailand
CEK	Sân bay Chelyabinsk Balandino	Chelyabinsk Balandino Airport	CEK	Chelyabinsk	Chelyabinsk	RU	Nga	Russia
CEN	Sân bay Ciudad Obregón	Ciudad Obregón International Airport	CEN	Ciudad Obregon	Ciudad Obregon	MX	Mê hi cô	MEXICO
CEZ	Sân bay Cortez Municipal	Cortez Municipal Airport	CEZ	Cortez	Cortez	US	Hoa kỳ	United States
CFE	Sân bay Clermont-Ferrand Auvergne	Clermont-Ferrand Auvergne Airport	CFE	Clermont Ferrand	Clermont Ferrand	FR	Pháp	France
CFN	Sân bay Donegal	Donegal Airport	CFN	Donegal	Donegal	IE	Cộng hòa Ai len	Republic of Ireland
CFR	Sân bay Caen - Carpiquet	Caen - Carpiquet Airport	CFR	Caen	Caen	FR	Pháp	France
CFS	Sân bay Coffs Harbour	Coffs Harbour Airport	CFS	Coffs Harbour	Coffs Harbour	AU	Úc	Australia
CFU	Sân bay Ioannis Kapodistrias	Ioannis Kapodistrias International Airport	CFU	Corfu	Corfu	GR	Hy lạp	Greece
CGA	Craig Seaplane Base	Craig Seaplane Base	CGA	Craig	Craig	US	Hoa kỳ	United States
CGB	Sân bay Marechal Rondon	Marechal Rondon Airport	CGB	Cuiaba	Cuiaba	BR	Bra xin	Brazil
CGD	Sân bay Changde	Changde Airport	CGD	Thường Đức	Changde	CN	Trung Quốc	China
CGF	Sân bay Cuyahoga County	Cuyahoga County Airport	CLE	Cleveland	Cleveland	US	Hoa kỳ	United States
CGH	Sân bay Congonhas/São Paulo National	Congonhas/São Paulo National Airport	SAO	Sao Paulo	Sao Paulo	BR	Bra xin	Brazil
CGI	Sân bay Cape Girardeau Regional	Cape Girardeau Regional Airport	CGI	Cape Girardeau	Cape Girardeau	US	Hoa kỳ	United States
CGK	Sân bay Soekarno–Hatta	Soekarno–Hatta International Airport	JKT	Jakarta	Jakarta	ID	Indonesia	Indonesia
CGN	Sân bay Cologne Bonn	Cologne Bonn Airport	CGN	Cologne	Cologne	DE	Đức	Germany
CGO	Sân bay Zhengzhou Xinzheng	Zhengzhou Xinzheng International Airport	CGO	Trịnh Châu	Zhengzhou	CN	Trung Quốc	China
CGP	Sân bay Shah Amanat	Shah Amanat International Airport	CGP	Chittagong	Chittagong	BD	Băng la đét	Bangladesh
CGQ	Sân bay Changchun Longjia	Changchun Longjia International Airport	CGQ	Trường Xuân	Changchun	CN	Trung Quốc	China
CGR	Sân bay Campo Grande	Campo Grande International Airport	CGR	Campogrande	Campogrande	BR	Bra xin	Brazil
CGY	Sân bay Laguindingan	Laguindingan International Airport	CGY	Cagayan	Cagayan	PH	Philippines	Philippines
CHA	Sân bay Chattanooga Metropolitan	Chattanooga Metropolitan Airport	CHA	Chattanooga	Chattanooga	US	Hoa kỳ	United States
CHC	Sân bay Christchurch	Christchurch International Airport	CHC	Christchurch	Christchurch	NZ	Niu di lân	New Zealand
CHG	Sân bay Chaoyang	Chaoyang Airport	CHG	Triều Dương	Chaoyang	CN	Trung Quốc	China
CHI	Tất cả các sân bay	All Airports	CHI	Chicago	Chicago	US	Hoa kỳ	United States
CHO	Sân bay Charlottesville-Albemarle	Charlottesville-Albemarle Airport	CHO	Charlottesville	Charlottesville	US	Hoa kỳ	United States
CHQ	Sân bay Chania	Chania International Airport	CHQ	Chania	Chania	GR	Hy lạp	Greece
CHS	Sân bay Charleston	Charleston International Airport / Charleston AFB	CHS	Charleston	Charleston	US	Hoa kỳ	United States
CIA	Sân bay Rome Ciampino	Rome Ciampino Airport	ROM	Rome	Rome	IT	Ý	Italy
CIC	Sân bay Chico Municipal	Chico Municipal Airport	CIC	Chico	Chico	US	Hoa kỳ	United States
CID	Sân bay The Eastern Iowa	The Eastern Iowa Airport	CID	Cedar Rapids	Cedar Rapids	US	Hoa kỳ	United States
CIF	Sân bay Chifeng	Chifeng Airport	CIF	Tế Phong	Chifeng	CN	Trung Quốc	China
CIH	Sân bay CHANGZHI	CHANGZHI	CIH	Trường Trị	CHANGZHI	CN	Trung Quốc	China
CIT	Sân bay Shymkent	Shymkent Airport	CIT	Shimkent	Shimkent	KZ	Kazakstan	Kazakstan
CIU	Sân bay Chippewa County	Chippewa County International Airport	SSM	Sault Ste Marie	Sault Ste Marie	US	Hoa kỳ	United States
CIW	Sân bay Canouan Island	Canouan Island Airport	CIW	Canovan Island	Canovan Island	VC	Saint Vincent Và Grenadines	Saint Vincent and the Grenadines
CIX	Sân bay Capitán FAP José A. Quiñones Gonzales	Capitán FAP José A. Quiñones Gonzales Internationa	CIX	Chiclayo	Chiclayo	PE	Peru	Peru
CJB	Sân bay Coimbatore	Coimbatore International Airport	CJB	Coimbatore	Coimbatore	IN	Ấn độ	India
CJC	Sân bay El Loa	El Loa Airport	CJC	Calama	Calama	CL	Chi lê	Chile
CJJ	Sân bay Cheong Ju	Cheong Ju International Airport	CJJ	Cheongju	Cheongju	KR	Hàn quốc	Korea
CJM	Sân bay Chumphon	Chumphon Airport	CJM	Chumphon	Chumphon	TH	Thái Lan	Thailand
CJS	Sân bay Abraham González	Abraham González International Airport	CJS	Ciudad Juarez	Ciudad Juarez	MX	Mê hi cô	MEXICO
CJU	Sân bay Jeju	Jeju International Airport	CJU	Jeju City	Jeju City	KR	Hàn quốc	Korea
CKB	Sân bay North Central West Virginia	North Central West Virginia Airport	CKB	Clarksburg	Clarksburg	US	Hoa kỳ	United States
CKG	Sân bay CHONGQING	Chongqing Jiangbei International Airport	CKG	Trùng Khánh	Chongqing	CN	Trung Quốc	China
CKY	Sân bay Gbessia	Gbessia Airport	CKY	Conakry	Conakry	GN	Guinea	Guinea
CLD	Sân bay McClellan-Palomar	McClellan-Palomar Airport	CLD	Carlsbad	Carlsbad	US	Hoa kỳ	United States
CLJ	Sân bay Cluj-Napoca	Cluj-Napoca International Airport	CLJ	Cluj-Napoca	Cluj-Napoca	RO	Rumani	Romania
CLL	Sân bay Easterwood	Easterwood Airport	CLL	College Station	College Station	US	Hoa kỳ	United States
CLM	Sân bay William R. Fairchild	William R. Fairchild International Airport	CLM	Port Angeles	Port Angeles	US	Hoa kỳ	United States
CLO	Sân bay Alfonso Bonilla Aragón	Alfonso Bonilla Aragón International Airport	CLO	Cali	Cali	CO	Colombia	Colombia
CLQ	Sân bay Licenciado Miguel de la Madrid	Licenciado Miguel de la Madrid Airport	CLQ	Colima	Colima	MX	Mê hi cô	MEXICO
CLT	Sân bay Charlotte Douglas	Charlotte Douglas International Airport	CLT	Charlotte	Charlotte	US	Hoa kỳ	United States
CLY	Sân bay Calvi - Sainte-Catherine	Calvi - Sainte-Catherine Airport	CLY	Calvi	Calvi	FR	Pháp	France
CMA	Sân bay Cunnamulla	Cunnamulla Airport	CMA	Cunnamulla	Cunnamulla	AU	Úc	Australia
CMB	Sân bay Bandaranaike	Bandaranaike International Airport	CMB	Colombo	Colombo	LK	Sri Lanka	Sri Lanka
CME	Sân bay Ciudad del Carmen	Ciudad del Carmen International Airport	CME	Ciudad Del Carmen	Ciudad Del Carmen	MX	Mê hi cô	MEXICO
CMF	Sân bay Chambéry-Savoie	Chambéry-Savoie Airport	CMF	Chambery	Chambery	FR	Pháp	France
CMI	Sân bay University of Illinois Willard	University of Illinois Willard Airport	CMI	Champaign	Champaign	US	Hoa kỳ	United States
CMN	Sân bay Mohammed V	Mohammed V International Airport	CAS	Casablanca	Casablanca	MA	Ma rốc	Morocco
CMW	Sân bay Camagüey-Ignacio Agramonte	Camagüey-Ignacio Agramonte Airport	CMW	Camaguey	Camaguey	CU	Cuba	Cuba
CMX	Sân bay Houghton County Memorial	Houghton County Memorial Airport	CMX	Houghton	Houghton	US	Hoa kỳ	United States
CND	Sân bay Mihail Kogalniceanu	Mihail Kogalniceanu International Airport	CND	Constanta	Constanta	RO	Rumani	Romania
CNF	Sân bay Tancredo Neves	Tancredo Neves International Airport	BHZ	Belo Horizonte	Belo Horizonte	BR	Bra xin	Brazil
CNJ	Sân bay Cloncurry	Cloncurry Airport	CNJ	Cloncurry	Cloncurry	AU	Úc	Australia
CNM	Cavern City Air Terminal	Cavern City Air Terminal	CNM	Carlsbad	Carlsbad	US	Hoa kỳ	United States
CNQ	Sân bay Doctor Fernando Piragine Niveyro	Doctor Fernando Piragine Niveyro International Air	CNQ	Corrientes	Corrientes	AR	Ác Hen Tina	Argentina
CNS	Sân bay Cairns	Cairns International Airport	CNS	Cairns	Cairns	AU	Úc	Australia
CNX	Sân bay Chiang Mai	Chiang Mai International Airport	CNX	Chiềng Mai	Chiang Mai	TH	Thái Lan	Thailand
CNY	Canyonlands Field	Canyonlands Field	CNY	Moab	Moab	US	Hoa kỳ	United States
COD	Sân bay Yellowstone Regional	Yellowstone Regional Airport	COD	Cody	Cody	US	Hoa kỳ	United States
COK	Sân bay Cochin	Cochin International Airport	COK	Kochi	Kochi	IN	Ấn độ	India
COO	Sân bay Cadjehoun	Cadjehoun Airport	COO	Cotonou	Cotonou	BJ	Benin	Benin
COR	Sân bay Ingeniero Ambrosio L.V. Taravella	Ingeniero Ambrosio L.V. Taravella International Ai	COR	Cordoba	Cordoba	AR	Ác Hen Tina	Argentina
COS	Sân bay Colorado Springs	Colorado Springs Airport	COS	Colorado Springs	Colorado Springs	US	Hoa kỳ	United States
COU	Sân bay Columbia Regional	Columbia Regional Airport	COU	Columbia	Columbia	MO	Macau	Macau
CPC	Sân bay Aviador Carlos Campos	Aviador Carlos Campos Airport	CPC	Chapelco	Chapelco	AR	Ác Hen Tina	Argentina
CPD	Sân bay Coober Pedy	Coober Pedy Airport	CPD	Coober Pedy	Coober Pedy	AU	Úc	Australia
CPE	Sân bay Ing. Alberto Acuña Ongay	Ing. Alberto Acuña Ongay International Airport	CPE	Campeche	Campeche	MX	Mê hi cô	MEXICO
CPH	Sân bay Copenhagen	Copenhagen Airport, Kastrup Airport	CPH	Cô-pen-ha-gen	Copenhagen	DK	Ðan Mạch	Denmark
CPO	Sân bay Chamonate	Chamonate Airport	CPO	Copiapo	Copiapo	CL	Chi lê	Chile
CPQ	Sân bay Campo dos Amarais	Campo dos Amarais Airport	CPQ	Campinas	Campinas	BR	Bra xin	Brazil
CPR	Sân bay Natrona County	Natrona County International Airport	CPR	Casper	Casper	US	Hoa kỳ	United States
CPS	Sân bay St. Louis Downtown	St. Louis Downtown Airport	STL	St Louis	St Louis	US	Hoa kỳ	United States
CPT	Sân bay Cape Town	Cape Town International Airport	CPT	Cape Town	Cape Town	ZA	Nam Phi	South Africa
CPV	Sân bay Campina Grande	Campina Grande Airport	CPV	Campina Grande	Campina Grande	BR	Bra xin	Brazil
CPX	Sân bay Benjamin Rivera Noriega	Benjamin Rivera Noriega Airport	CPX	Culebra	Culebra	PR	Puerto Rico	PUERTO RICO
CRA	Sân bay Craiova	Craiova Airport	CRA	Craiova	Craiova	RO	Rumani	Romania
CRD	Sân bay General Enrique Mosconi	General Enrique Mosconi International Airport	CRD	Comodoro Rivadavia	Comodoro Rivadavia	AR	Ác Hen Tina	Argentina
CRE	Sân bay Grand Strand	Grand Strand Airport	MYR	Myrtle Beach	Myrtle Beach	US	Hoa kỳ	United States
CRG	Sân bay Craig Municipal	Craig Municipal Airport	JAX	Jacksonville	Jacksonville	US	Hoa kỳ	United States
CRK	Sân bay Clark	Clark International Airport	CRK	Angeles City	Angeles City	PH	Philippines	Philippines
CRL	Sân bay Brussels South Charleroi	Brussels South Charleroi Airport	BRU	Bru-xen	Brussels	BE	Bỉ	Belgium
CRP	Sân bay Corpus Christi	Corpus Christi International Airport	CRP	Corpus Christi	Corpus Christi	US	Hoa kỳ	United States
CRV	Sân bay Crotone	Crotone Airport	CRV	Crotone	Crotone	IT	Ý	Italy
CRW	Sân bay Yeager	Yeager Airport	CRW	Charleston	Charleston	US	Hoa kỳ	United States
CSG	Sân bay Columbus	Columbus Airport	CSG	Columbus	Columbus	GA	Gabon	Gabon
CSL	O'Sullivan Army Heliport	O'Sullivan Army Heliport	CSL	San Luis Obispo	San Luis Obispo	US	Hoa kỳ	United States
CSX	Sân bay Changsha Huanghua	Changsha Huanghua International Airport	CSX	Trường Sa	Changsha	CN	Trung Quốc	China
CSY	Sân bay Cheboksary	Cheboksary Airport	CSY	Cheboksary	Cheboksary	RU	Nga	Russia
CTA	Sân bay Catania-Fontanarossa	Catania-Fontanarossa Airport	CTA	Catania	Catania	IT	Ý	Italy
CTC	Sân bay Coronel Felipe Varela	Coronel Felipe Varela Airport	CTC	Catamarca	Catamarca	AR	Ác Hen Tina	Argentina
