AEB	Sân bay Baise	Baise Airport	AEB	Baise	Baise	CN	Trung Quốc	China
AEP	Jorge Newbery Airpark	Jorge Newbery Airpark	BUE	Buenos Aires	Buenos Aires	AR	Ác Hen Tina	Argentina
AER	Sân bay Adler-Sochi	Adler-Sochi International Airport	AER	Adler Sochi	Adler Sochi	RU	Nga	Russia
AES	Sân bay Ålesund	Ålesund Airport, Vigra	AES	Aalesund	Aalesund	NO	Na Uy	Norway
AEY	Sân bay Akureyri	Akureyri Airport	AEY	Akureyri	Akureyri	IS	Iceland	Iceland
AFA	Sân bay San Rafael	San Rafael Airport	AFA	San Rafael	San Rafael	AR	Ác Hen Tina	Argentina
AFW	Sân bay Fort Worth Alliance	Fort Worth Alliance Airport	AFW	Dallas	Dallas	US	Hoa kỳ	United States
AGA	Sân bay Al Massira	Al Massira Airport	AGA	Agadir	Agadir	MA	Ma rốc	Morocco
AGB	Sân bay Augsburg	Augsburg Airport	MUC	Mu-ních	Munich	DE	Đức	Germany
AGC	Sân bay Allegheny County	Allegheny County Airport	PIT	Pittsburgh	Pittsburgh	US	Hoa kỳ	United States
AGF	Agen - La Garenne Aerodrome	Agen - La Garenne Aerodrome	AGF	Agen	Agen	FR	Pháp	France
AGH	Sân bay Ängelholm-Helsingborg	Ängelholm-Helsingborg Airport	AGH	Angelholm	Angelholm	SE	Thụy điển	Sweden
AGN	Angoon Seaplane Base	Angoon Seaplane Base	AGN	Angoon	Angoon	US	Hoa kỳ	United States
AGP	Sân bay Pablo Ruiz Picasso	Pablo Ruiz Picasso Airport	AGP	Malaga	Malaga	ES	Tây Ban Nha	Spain
AGR	Sân bay Agra	Agra Airport/Agra Air Force Station	AGR	Agra	Agra	IN	Ấn độ	India
AGT	Sân bay Guarani	Guarani International Airport	AGT	Ciudad Del Este	Ciudad Del Este	PY	Paraguay	Paraguay
AGU	Sân bay Lic. Jesús Terán Peredo	Lic. Jesús Terán Peredo International Airport	AGU	Aguascalientes	Aguascalientes	MX	Mê hi cô	MEXICO
AHB	Sân bay Abha Regional	Abha Regional Airport	AHB	Abha	Abha	SA	Ả rập xê út	Saudi Arabia
AHN	Sân bay Athens-Ben Epps	Athens-Ben Epps Airport	AHN	Athens	Athens	US	Hoa kỳ	United States
AHO	Sân bay Fertilia	Fertilia Airport	AHO	Alghero	Alghero	IT	Ý	Italy
AHU	Sân bay Charif Al ldrissi	Charif Al ldrissi Airport	AHU	Al Hoceima	Al Hoceima	MA	Ma rốc	Morocco
AIA	Sân bay Alliance Municipal	Alliance Municipal Airport	AIA	Alliance	Alliance	US	Hoa kỳ	United States
AIN	Sân bay Wainwright	Wainwright Airport	AIN	Wainwright	Wainwright	US	Hoa kỳ	United States
AIT	Sân bay Aitutaki Island	Aitutaki Island Airport	AIT	Aitutaki	Aitutaki	CK	Cook Islands	Cook Islands
AJA	Sân bay Ajaccio - Campo dell'Oro	Ajaccio - Campo dell'Oro Airport	AJA	Ajaccio	Ajaccio	FR	Pháp	France
AJR	Sân bay Arvidsjaur	Arvidsjaur Airport	AJR	Arvidsjaur	Arvidsjaur	SE	Thụy điển	Sweden
AJU	Sân bay Santa Maria	Santa Maria Airport	AJU	Aracaju	Aracaju	BR	Bra xin	Brazil
AKJ	Sân bay Asahikawa	Asahikawa Airport	AKJ	Asahikawa	Asahikawa	JP	Nhật bản	Japan
AKL	Sân bay Auckland	Auckland Airport	AKL	Auckland	Auckland	NZ	Niu di lân	New Zealand
AKN	Sân bay King Salmon	King Salmon Airport	AKN	King Salmon	King Salmon	US	Hoa kỳ	United States
AKU	Sân bay Aksu	Aksu Airport	AKU	Aksu	Aksu	CN	Trung Quốc	China
AKV	Sân bay Akulivik	Akulivik Airport	AKV	Akulivik	Akulivik	CA	Canada	Canada
AKX	Sân bay Aktobe	Aktobe Airport	AKX	Aktyubinsk	Aktyubinsk	KZ	Kazakstan	Kazakstan
ALA	Sân bay Almaty	Almaty International Airport	ALA	Almaty	Almaty	KZ	Kazakstan	Kazakstan
ALB	Sân bay Albany	Albany International Airport	ALB	Albany	Albany	US	Hoa kỳ	United States
ALC	Sân bay El Altet	El Altet Airport	ALC	Alicante	Alicante	ES	Tây Ban Nha	Spain
ALF	Sân bay Alta	Alta Airport	ALF	Alta	Alta	NO	Na Uy	Norway
ALG	Sân bay Houari Boumediene	Houari Boumediene Airport	ALG	Algiers	Algiers	DZ	An giê ri	Algeria
ALH	Sân bay Albany	Albany Airport	ALH	Albany	Albany	AU	Úc	Australia
ALO	Sân bay Waterloo Regional	Waterloo Regional Airport	ALO	Waterloo	Waterloo	US	Hoa kỳ	United States
ALP	Sân bay Aleppo	Aleppo International Airport	ALP	Aleppo	Aleppo	SY	Syria	Syria
ALS	Sân bay San Luis Valley Regional	San Luis Valley Regional Airport	ALS	Alamosa	Alamosa	US	Hoa kỳ	United States
ALW	Sân bay Walla Walla Regional	Walla Walla Regional Airport	ALW	Walla Walla	Walla Walla	US	Hoa kỳ	United States
ALY	Sân bay Alexandria	Alexandria International Airport	ALY	Alexandria	Alexandria	EG	Ai Cập	Egypt
AMD	Sân bay Sardar Vallabhbhai Patel	Sardar Vallabhbhai Patel International Airport	AMD	Ahmedabad	Ahmedabad	IN	Ấn độ	India
AMK	Animas Air Park	Animas Air Park	AMK	Durango	Durango	US	Hoa kỳ	United States
AMM	Sân bay Queen Alia	Queen Alia International Airport	AMM	Amman	Amman	JO	Gióc đa ni	Jordan
AMQ	Sân bay Pattimura	Pattimura Airport	AMQ	Ambon	Ambon	ID	Indonesia	Indonesia
AMS	Sân bay Amsterdam	Amsterdam Airport Schiphol	AMS	Amsterdam	Amsterdam	NL	Hà Lan	Netherlands
ANC	Sân bay Ted Stevens Anchorage	Ted Stevens Anchorage International Airport	ANC	Anchorage	Anchorage	US	Hoa kỳ	United States
ANE	Angers - Avrillé Aerodrome	Angers - Avrillé Aerodrome	ANE	Angers	Angers	FR	Pháp	France
ANF	Sân bay Cerro Moreno	Cerro Moreno International Airport	ANF	Antofagasta	Antofagasta	CL	Chi lê	Chile
ANI	Sân bay Aniak	Aniak Airport	ANI	Aniak	Aniak	US	Hoa kỳ	United States
ANR	Sân bay Antwerp	Antwerp International Airport	ANR	Antwerp	Antwerp	BE	Bỉ	Belgium
ANU	Sân bay V.C. Bird	V.C. Bird International Airport	ANU	Antigua	Antigua	AG	Antigua Và Barbuda	Antigua and Barbuda
ANX	Sân bay Andøya	Andøya Airport, Andenes	ANX	Andenes	Andenes	NO	Na Uy	Norway
AOG	Sân bay Anshan	Anshan Airport	AOG	An Sơn	Anshan	CN	Trung Quốc	China
AOI	Sân bay Falconara	Falconara Airport	AOI	Ancona	Ancona	IT	Ý	Italy
AOJ	Sân bay Aomori	Aomori Airport	AOJ	Aomori	Aomori	JP	Nhật bản	Japan
AOK	Sân bay Karpathos	Karpathos Airport	AOK	Karpathos	Karpathos	GR	Hy lạp	Greece
AOO	Sân bay Altoona-Blair County	Altoona-Blair County Airport	AOO	Altoona	Altoona	US	Hoa kỳ	United States
AOR	Sân bay Sultan Abdul Halim	Sultan Abdul Halim Airport	AOR	Alor Setar	Alor Setar	MY	Malaysia	Malaysia
APA	Sân bay Centennial	Centennial Airport	DEN	Denver	Denver	US	Hoa kỳ	United States
APF	Sân bay Naples Municipal	Naples Municipal Airport	APF	Naples	Naples	US	Hoa kỳ	United States
APL	Sân bay Nampula	Nampula Airport	APL	Nampula	Nampula	MZ	Mozambique	Mozambique
APN	Sân bay Alpena County Regional	Alpena County Regional Airport	APN	Alpena	Alpena	US	Hoa kỳ	United States
APO	Sân bay Antonio Roldán Betancourt	Antonio Roldán Betancourt Airport	APO	Apartado	Apartado	CO	Colombia	Colombia
AQG	Sân bay Anqing Tianzhushan	Anqing Tianzhushan Airport	AQG	An Khánh	Anqing	CN	Trung Quốc	China
AQI	Sân bay Qaisumah Domestic	Qaisumah Domestic Airport	AQI	Qaisumah	Qaisumah	SA	Ả rập xê út	Saudi Arabia
AQJ	Sân bay King Hussein	King Hussein International Airport	AQJ	Aqaba	Aqaba	JO	Gióc đa ni	Jordan
AQP	Sân bay Rodriguez Ballon	Rodriguez Ballon International Airport	AQP	Arequipa	Arequipa	PE	Peru	Peru
ARA	Sân bay Acadiana Regional	Acadiana Regional Airport	LFT	Lafayette	Lafayette	LA	Lào	Lao, People's Dem. Rep.
ARB	Sân bay Ann Arbor Municipal	Ann Arbor Municipal Airport	ARB	Ann Arbor	Ann Arbor	US	Hoa kỳ	United States
ARH	Sân bay Talagi	Talagi Airport	ARH	Arkhangelsk	Arkhangelsk	RU	Nga	Russia
ARI	Sân bay Chacalluta	Chacalluta International Airport	ARI	Arica	Arica	CL	Chi lê	Chile
ARK	Sân bay Arusha	Arusha Airport	ARK	Arusha	Arusha	TZ	Tanzania	Tanzania
ARM	Sân bay Armidale	Armidale Airport	ARM	Armidale	Armidale	AU	Úc	Australia
ARN	Sân bay Stockholm Arlanda	Stockholm Arlanda Airport	STO	Stockholm	Stockholm	SE	Thụy điển	Sweden
ART	Sân bay Watertown	Watertown International Airport	ART	Watertown	Watertown	US	Hoa kỳ	United States
ARU	Sân bay Araçatuba	Araçatuba Airport	ARU	Aracatuba	Aracatuba	BR	Bra xin	Brazil
ASB	Sân bay Ashgabat	Ashgabat Airport	ASB	Ashkhabad	Ashgabat	TM	Turkmenistan	Turkmenistan
ASE	Sân bay Aspen-Pitkin County	Aspen-Pitkin County Airport	ASE	Aspen	Aspen	US	Hoa kỳ	United States
ASF	Sân bay Narimanovo	Narimanovo Airport	ASF	Astrakhan	Astrakhan	RU	Nga	Russia
ASJ	Sân bay Amami	Amami Airport	ASJ	Amami O Shima	Amami O Shima	JP	Nhật bản	Japan
ASM	Sân bay Asmara	Asmara International Airport	ASM	Asmara	Asmara	ER	Eritrea	Eritrea
ASP	Sân bay Alice Springs	Alice Springs Airport	ASP	Alice Springs	Alice Springs	AU	Úc	Australia
ASR	Sân bay Erkilet	Erkilet International Airport	ASR	Kayseri	Kayseri	TR	Thổ nhĩ kỳ	Turkey
ASU	Sân bay Silvio Pettirossi	Silvio Pettirossi International Airport	ASU	Asuncion	Asuncion	PY	Paraguay	Paraguay
ASV	Sân bay Amboseli	Amboseli Airport	ASV	Amboseli	Amboseli	KE	Kenya	Kenya
ASW	Sân bay Aswan	Aswan International Airport	ASW	Aswan	Aswan	EG	Ai Cập	Egypt
ATH	Sân bay Athens	Athens International Airport	ATH	Athens	Athens	GR	Hy lạp	Greece
ATL	Sân bay quốc tế Hartsfield-Jackson Atlanta	Hartsfield-Jackson Atlanta International Airport	ATL	Atlanta	Atlanta	US	Hoa kỳ	United States
ATQ	Sân bay Sri Guru Ram Dass Jee	Sri Guru Ram Dass Jee International Airport	ATQ	Amritsar	Amritsar	IN	Ấn độ	India
ATW	Sân bay Outagamie County Regional	Outagamie County Regional Airport	ATW	Appleton	Appleton	US	Hoa kỳ	United States
ATY	Sân bay Watertown Regional	Watertown Regional Airport	ATY	Watertown	Watertown	US	Hoa kỳ	United States
AUA	Sân bay Queen Beatrix	Queen Beatrix International Airport	AUA	Aruba	Aruba	AW	Aruba	Aruba
AUG	Sân bay Augusta State	Augusta State Airport	AUG	Augusta	Augusta	US	Hoa kỳ	United States
AUH	Sân bay Abu Dhabi	Abu Dhabi International Airport	AUH	Abu Dhabi	Abu Dhabi	AE	Ả rập thống nhất	United Arab Emirates
AUQ	Sân bay Atuona	Atuona Airport	AUQ	Atuona	Atuona	PF	Pô li sê ni thuộc Pháp	French Polynesia
AUR	Sân bay Aurillac	Aurillac Airport	AUR	Aurillac	Aurillac	FR	Pháp	France
AUS	Sân bay Austin-Bergstrom	Austin-Bergstrom International Airport	AUS	Austin	Austin	US	Hoa kỳ	United States
AUU	Sân bay Aurukun	Aurukun Airport	AUU	Aurukun Mission	Aurukun Mission	AU	Úc	Australia
AVA	Sân bay An Shun	An Shun Airport	AVA	An Thuận	An Shun	CN	Trung Quốc	China
AVL	Sân bay Asheville Regional	Asheville Regional Airport	AVL	Asheville	Asheville	US	Hoa kỳ	United States
AVN	Sân bay Avignon - Caumont	Avignon - Caumont Airport	AVN	Avignon	Avignon	FR	Pháp	France
AVP	Sân bay Wilkes-Barre/Scranton	Wilkes-Barre/Scranton International Airport	AVP	Scranton	Scranton	US	Hoa kỳ	United States
AVV	Sân bay Avalon	Avalon Airport	AVV	Avalon	Avalon	AU	Úc	Australia
AXA	Sân bay Wallblake	Wallblake Airport	AXA	Anguilla	Anguilla	AI	Anguilla	Anguilla
AXD	Sân bay Dimokritos	Dimokritos Airport	AXD	Alexandroupolis	Alexandroupolis	GR	Hy lạp	Greece
AXF	Sân bay Alxa Left Banner	Alxa Left Banner Airport	AXF	Alxa Left Banner	Alxa Left Banner	CN	Trung Quốc	China
AXM	Sân bay El Edén	El Edén International Airport	AXM	Ác-me-ni	Armenia	CO	Colombia	Colombia
AXT	Sân bay Akita	Akita Airport	AXT	Akita	Akita	JP	Nhật bản	Japan
AYQ	Sân bay Ayers Rock	Ayers Rock Airport	AYQ	Ayers Rock	Ayers Rock	AU	Úc	Australia
AYT	Sân bay Antalya	Antalya Airport	AYT	Antalya	Antalya	TR	Thổ nhĩ kỳ	Turkey
AZA	Sân bay Phoenix-Mesa Gateway	Phoenix-Mesa Gateway Airport	AZA	Phoenix	Phoenix	US	Hoa kỳ	United States
AZD	Sân bay Yazd Shahid Sadooghi	Yazd Shahid Sadooghi Airport	AZD	Yazd	Yazd	IR	Iran	Iran
AZO	Sân bay Kalamazoo/Battle Creek	Kalamazoo/Battle Creek International Airport	AZO	Kalamazoo	Kalamazoo	US	Hoa kỳ	United States
BAD	Barksdale Air Force Base	Barksdale Air Force Base	BAD	Shreveport	Shreveport	US	Hoa kỳ	United States
BAH	Sân bay Bahrain	Bahrain International Airport	BAH	Bahrain	Bahrain	BH	Bahrain	Bahrain
BAL	Sân bay Batman	Batman Airport	BAL	Batman	Batman	TR	Thổ nhĩ kỳ	Turkey
BAQ	Sân bay Ernesto Cortissoz	Ernesto Cortissoz International Airport	BAQ	Barranquilla	Barranquilla	CO	Colombia	Colombia
BAS	Sân bay Ballalae	Ballalae Airport	BAS	Balalae	Balalae	SB	Solomon Islands	Solomon Islands
BAV	Sân bay Baotou	Baotou Airport	BAV	Bảo Đầu	Baotou	CN	Trung Quốc	China
BAY	Sân bay Baia Mare	Baia Mare Airport	BAY	Baia Mare	Baia Mare	RO	Rumani	Romania
BBA	Sân bay Balmaceda	Balmaceda Airport	BBA	Balmaceda	Balmaceda	CL	Chi lê	Chile
BBI	Sân bay Biju Patnaik	Biju Patnaik Airport	BBI	Bhubaneswar	Bhubaneswar	IN	Ấn độ	India
BBK	Sân bay Kasane	Kasane Airport	BBK	Kasane	Kasane	BW	Botswana	Botswana
BBN	Sân bay Bario	Bario Airport	BBN	Bario	Bario	MY	Malaysia	Malaysia
BBU	Sân bay Bucharest "Aurel Vlaicu"	Bucharest "Aurel Vlaicu" Airport	BUH	Bucharest	Bucharest	RO	Rumani	Romania
BCD	Sân bay New Bacolod-Silay	New Bacolod-Silay Airport	BCD	Bacolod	Bacolod	PH	Philippines	Philippines
BCI	Sân bay Barcaldine	Barcaldine Airport	BCI	Barcaldine	Barcaldine	AU	Úc	Australia
BCM	Sân bay Bacau	Bacău International Airport	BCM	Bacau	Bacau	RO	Rumani	Romania
BCN	Sân bay Barcelona El Prat	Barcelona El Prat Airport	BCN	Barcelona	Barcelona	ES	Tây Ban Nha	Spain
BDA	Sân bay Bermuda	Bermuda International Airport	BDA	Bermuda	Bermuda	BM	Bermuda	Bermuda
BDB	Sân bay Bundaberg	Bundaberg Airport	BDB	Bundaberg	Bundaberg	AU	Úc	Australia
BDJ	Sân bay Syamsudin Noor	Syamsudin Noor Airport	BDJ	Banjarmasin	Banjarmasin	ID	Indonesia	Indonesia
BDL	Sân bay Bradley	Bradley International Airport	HFD	Hartford	Hartford	US	Hoa kỳ	United States
BDO	Sân bay Hussein Sastranegara	Hussein Sastranegara Airport	BDO	Bandung	Bandung	ID	Indonesia	Indonesia
BDQ	Sân bay Vadodara	Vadodara Airport	BDQ	Vadodara	Vadodara	IN	Ấn độ	India
BDS	Sân bay Casale	Casale Airport	BDS	Brindisi	Brindisi	IT	Ý	Italy
BDU	Sân bay Bardufoss	Bardufoss Airport	BDU	Bardufoss	Bardufoss	NO	Na Uy	Norway
BEB	Sân bay Benbecula	Benbecula Airport	BEB	Benbecula	Benbecula	GB	Anh quốc	United Kingdom
BED	Laurence G. Hanscom Field	Laurence G. Hanscom Field	BED	Bedford	Bedford	US	Hoa kỳ	United States
BEG	Sân bay Belgrade Nikola Tesla	Belgrade Nikola Tesla Airport	BEG	Belgrade	Belgrade	RS	Serbia	Serbia
BEL	Sân bay Val de Cães	Val de Cães International Airport	BEL	Belem	Belem	BR	Bra xin	Brazil
BEN	Sân bay Benina	Benina International Airport	BEN	Benghazi	Benghazi	LY	Libi	Libya
BEO	Sân bay Newcastle - Belmont	Newcastle - Belmont Airport	NTL	Newcastle	Newcastle	AU	Úc	Australia
BER	Sân bay Berlin-Brandenburg	Berlin-Brandenburg Airport	BER	Berlin	Berlin	DE	Đức	Germany
BES	Sân bay Brest Bretagne	Brest Bretagne Airport	BES	Brest	Brest	FR	Pháp	France
BET	Sân bay Bethel	Bethel Airport	BET	Bethel	Bethel	US	Hoa kỳ	United States
BEU	Sân bay Bedourie	Bedourie Airport	BEU	Bedourie	Bedourie	AU	Úc	Australia
BEW	Sân bay Beira	Beira Airport	BEW	Beira	Beira	MZ	Mozambique	Mozambique
BEY	Sân bay Beirut Air Base/Beirut Rafic Hariri	Beirut Air Base/Beirut Rafic Hariri International	BEY	Beirut	Beirut	LB	Li băng	Lebanon
BFD	Sân bay Bradford Regional	Bradford Regional Airport	BFD	Bradford	Bradford	PA	Panama	Panama
BFF	Sân bay Western Nebraska Regional	Western Nebraska Regional Airport	BFF	Scottsbluff	Scottsbluff	US	Hoa kỳ	United States
BFI	Sân bay Boeing Field/King County	Boeing Field/King County International Airport	SEA	Seattle	Seattle	US	Hoa kỳ	United States
BFL	Meadows Field	Meadows Field	BFL	Bakersfield	Bakersfield	US	Hoa kỳ	United States
BFN	Sân bay Bloemfontein	Bloemfontein Airport	BFN	Bloemfontein	Bloemfontein	ZA	Nam Phi	South Africa
BFV	Sân bay Buriram	Buriram Airport	BFV	Buri Ram	Buri Ram	TH	Thái Lan	Thailand
BGA	Sân bay Palonegro	Palonegro Airport	BGA	Bucaramanga	Bucaramanga	CO	Colombia	Colombia
BGF	Sân bay Bangui M'Poko	Bangui M'Poko International Airport	BGF	Bangui	Bangui	CF	Central African Republic	Central African Republic
BGI	Sân bay Grantley Adams	Grantley Adams International Airport	BGI	Bridgetown	Bridgetown	BB	Barbados	Barbados
BGM	Sân bay Greater Binghamton	Greater Binghamton Airport	BGM	Binghamton	Binghamton	US	Hoa kỳ	United States
BGO	Sân bay Bergen Flesland	Bergen Flesland Airport	BGO	Bergen	Bergen	NO	Na Uy	Norway
BGR	Sân bay Bangor	Bangor International Airport	BGR	Bangor	Bangor	US	Hoa kỳ	United States
BGY	Sân bay Orio al Serio	Orio al Serio Airport	MIL	Milan	Milan	IT	Ý	Italy
BHB	Sân bay Hancock County-Bar Harbor	Hancock County-Bar Harbor Airport	BHB	Bar Harbor	Bar Harbor	US	Hoa kỳ	United States
BHD	Sân bay George Best Belfast City	George Best Belfast City Airport	BFS	Belfast	Belfast	GB	Anh quốc	United Kingdom
BHE	Sân bay Woodbourne	Woodbourne Airport	BHE	Blenheim	Blenheim	NZ	Niu di lân	New Zealand
BHI	Sân bay Comandante Espora	Comandante Espora Airport	BHI	Bahia Blanca	Bahia Blanca	AR	Ác Hen Tina	Argentina
BHJ	Sân bay Bhuj	Bhuj Airport	BHJ	Bhuj	Bhuj	IN	Ấn độ	India
BHK	Sân bay Bukhara	Bukhara Airport	BHK	Bukhara	Bukhara	UZ	U dơ bê kis tan	Uzbekistan
BHM	Sân bay Birmingham–Shuttlesworth	Birmingham–Shuttlesworth International Airport	BHM	Birmingham	Birmingham	US	Hoa kỳ	United States
BHO	Sân bay Bhopal	Bhopal Airport	BHO	Bhopal	Bhopal	IN	Ấn độ	India
BHQ	Sân bay Broken Hill	Broken Hill Airport	BHQ	Broken Hill	Broken Hill	AU	Úc	Australia
BHS	Sân bay Bathurst	Bathurst Airport	BHS	Bathurst	Bathurst	AU	Úc	Australia
BHX	Sân bay Birmingham	Birmingham Airport	BHX	Birmingham	Birmingham	GB	Anh quốc	United Kingdom
BHY	Sân bay Beihai	Beihai Airport	BHY	Bắc Hải	Beihai	CN	Trung Quốc	China
BHZ	Tất cả các sân bay	All Airports	BHZ	Belo Horizonte	Belo Horizonte	BR	Bra xin	Brazil
BIA	Sân bay Bastia - Poretta	Bastia - Poretta Airport	BIA	Bastia	Bastia	FR	Pháp	France
BIF	Biggs Army Airfield	Biggs Army Airfield	ELP	El Paso	El Paso	US	Hoa kỳ	United States
BIK	Sân bay Frans Kaisiepo	Frans Kaisiepo Airport	BIK	Biak	Biak	ID	Indonesia	Indonesia
BIL	Sân bay Billings Logan	Billings Logan International Airport	BIL	Billings	Billings	US	Hoa kỳ	United States
BIO	Sân bay Bilbao	Bilbao Airport	BIO	Bilbao	Bilbao	ES	Tây Ban Nha	Spain
BIQ	Sân bay Biarritz - Anglet - Bayonne	Biarritz - Anglet - Bayonne Airport	BIQ	Biarritz	Biarritz	FR	Pháp	France
BIS	Sân bay Bismarck Municipal	Bismarck Municipal Airport	BIS	Bismarck	Bismarck	US	Hoa kỳ	United States
BJA	Sân bay Soummam	Soummam Airport	BJA	Bejaia	Bejaia	DZ	An giê ri	Algeria
BJF	Sân bay Båtsfjord	Båtsfjord Airport	BJF	Batsfjord	Batsfjord	NO	Na Uy	Norway
BJI	Sân bay Bemidji Regional	Bemidji Regional Airport	BJI	Bemidji	Bemidji	US	Hoa kỳ	United States
BJL	Sân bay Banjul	Banjul International Airport	BJL	Banjul	Banjul	GM	Gambia	Gambia
BJM	Sân bay Bujumbura	Bujumbura International Airport	BJM	Bujumbura	Bujumbura	BI	Burundi	Burundi
BJR	Sân bay Bahar Dar	Bahar Dar Airport	BJR	Bahar Dar	Bahar Dar	ET	E ti ô pia	Ethiopia
BJS	Tất cả các sân bay	All Airports	BJS	Bắc Kinh	Beijing	CN	Trung Quốc	China
BJV	Sân bay Milas-Bodrum	Milas-Bodrum Airport	BXN	Bodrum	Bodrum	TR	Thổ nhĩ kỳ	Turkey
BJX	Sân bay Del Bajío	Del Bajío International Airport	BJX	Leon	Leon	MX	Mê hi cô	MEXICO
BJY	Batajnica Air Base	Batajnica Air Base	BJY	Belgrade	Belgrade	RS	Serbia	Serbia
BJZ	Sân bay Badajoz	Badajoz Airport	BJZ	Badajoz	Badajoz	ES	Tây Ban Nha	Spain
